,Unnamed: 0,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO,latitudes,longitudes,calle
2085,2086,-,28923508,EST ADMI,"D.G. DE EDUCACION INFANTIL, PRIMARIA Y ESPECIAL","Calle Alcalá, 30 ",Madrid,Centro,28014,-,-,-,-,Público,Primaria,40.4180779,-3.6980632,"Calle Alcalá, 30 "
2086,2087,-,28923557,EST ADMI,"D.G. DE EDUCACION SECUNDARIA, FORMACION PROFESIONAL Y REGIMEN ESPECIAL","Calle De Alcalá, 30 ",Madrid,Centro,28014,-,-,-,-,Público,Primaria,40.4180779,-3.6980632,"Calle De Alcalá, 30 "
2087,2088,-,28923442,EST ADMI,D.G. DE INFRAESTRUCTURAS Y SERVICIOS,"Calle De Santa Hortensia, 30 ",Madrid,Chamartín,28002,-,-,-,-,Público,Primaria,40.443898,-3.6639479,"Calle De Santa Hortensia, 30 "
2088,2089,-,28923405,EST ADMI,D.G. DE INVESTIGACION E INNOVACION TECNOLOGICA,"Calle De Alcalá, 30 ",Madrid,Centro,28014,-,-,-,-,Público,Primaria,40.4180779,-3.6980632,"Calle De Alcalá, 30 "
2089,2090,-,28923430,EST ADMI,D.G. DE RECURSOS HUMANOS,"Calle De Santa Hortensia, 30 ",Madrid,Chamartín,28002,-,-,-,-,Público,Primaria,40.443898,-3.6639479,"Calle De Santa Hortensia, 30 "
2090,2091,-,28923651,EST ADMI,D.G. DE UNIVERSIDADES Y ENSEÑANZAS ARTISTICAS SUPERIORES,"Calle De Alcalá, 30 ",Madrid,Centro,28014,-,-,-,-,Público,Primaria,40.4180779,-3.6980632,"Calle De Alcalá, 30 "
2091,2092,Madrid-Capital,28007620,EST ADMI,DIRECCION AREA TERRITORIAL MADRID-CAPITAL,"Calle De Vitruvio, 2 ",Madrid,Chamartín,28006,917203000,-,dat.capital@educa.madrid.org,012datmadcap@madrid.org,Público,Primaria,40.4420805,-3.6896378,"Calle De Vitruvio, 2 "
2092,2093,Madrid-Este,28008399,EST ADMI,DIRECCION AREA TERRITORIAL MADRID-ESTE,"Calle Alalpardo, S/n ",Alcalá de Henares,-,28806,918872000,918828213,info.dateste@madrid.org,-,Público,Primaria,40.4909789,-3.3693174,Calle Alalpardo  
2093,2094,Madrid-Norte,28036449,EST ADMI,DIRECCION AREA TERRITORIAL MADRID-NORTE,"Avenida De Valencia, S/n ",San Sebastián de los Reyes,-,28702,917203800,916521719,dat.datnorte.sansebastian@educa.madrid.org,-,Público,Primaria,40.5567334,-3.6300912,Avenida De Valencia  
2094,2095,Madrid-Oeste,28008004,EST ADMI,DIRECCION AREA TERRITORIAL MADRID-OESTE,"Carretera De La Granja, 4 ",Collado Villalba,-,28400,918562500,-,dat.oeste@educa.madrid.org,-,Público,Primaria,40.6360371,-4.0026338,"Carretera De La Granja, 4 "
2095,2096,Madrid-Sur,28009380,EST ADMI,DIRECCION AREA TERRITORIAL MADRID-SUR,"Calle Maestro, 19 ",Leganés,-,28914,917202700,916802826,dat.datsur.leganes@educa.madrid.org,-,Público,Primaria,40.3277586,-3.7506109,"Calle Maestro, 19 "
2096,2097,-,28923168,EST ADMI,OTROS ORGANISMOS NO DOCENTES,-,Madrid,-,00000,0,0,-,-,Público,Primaria,40.4167754,-3.7037902,-
2097,2098,-,28923399,EST ADMI,"SECRETARIA GENERAL TECNICA DE EDUCACION, UNIVERSIDADES, CIENCIA Y PORTAVOCIA","Calle De Alcalá, 30 ",Madrid,Centro,28014,-,-,-,-,Público,Primaria,40.4180779,-3.6980632,"Calle De Alcalá, 30 "
2098,2099,-,28923478,EST ADMI,SUBDIRECCION GENERAL DE INSPECCION EDUCATIVA,"Calle De Santa Hortensia, 30 ",Madrid,Chamartín,28002,-,-,-,-,Público,Primaria,40.443898,-3.6639479,"Calle De Santa Hortensia, 30 "
2099,2100,-,28923491,EST ADMI,VICECONSEJERIA DE ORGANIZACION EDUCATIVA,"Calle De Santa Hortensia, 30 ",Madrid,Chamartín,28002,-,-,-,-,Público,Primaria,40.443898,-3.6639479,"Calle De Santa Hortensia, 30 "
2100,2101,-,28923387,EST ADMI,VICECONSEJERIA DE POLITICA EDUCATIVA,"Calle De Alcalá, 30 ",Madrid,Centro,28014,-,-,-,-,Público,Primaria,40.4180779,-3.6980632,"Calle De Alcalá, 30 "
2101,2102,-,28923685,EST ADMI,"VICECONSEJERIA DE UNIVERSIDADES, CIENCIA E INNOVACION","Paseo De Recoletos, 14 ",Madrid,Salamanca,28001,-,-,-,-,Público,Primaria,40.4224853,-3.6909952,"Paseo De Recoletos, 14 "
2102,2103,Madrid-Capital,28800010,C. DOC. EN EXTRANJ.,CENTRO DOCENTE EN EL EXTRANJERO,-,Madrid,-,-,-,-,-,-,Público,Primaria,40.4167754,-3.7037902,-
2103,2104,Madrid-Este,28600604,CF EMPLEO,CENTRO DE FORMACION EN EDIFICACION Y OBRA CIVIL,"Finca Tirabuey, S/n ",Paracuellos de Jarama,-,-,916580413,916582725,cf.edificacionyobracivil@educa.madrid.org,cf.edificayobracivil@madrid.org,Público,Primaria,40.4167754,-3.7037902,Finca Tirabuey  
2104,2105,Madrid-Sur,28600586,CF EMPLEO,"CENTRO DE FORMACION EN ELECTRICIDAD, ELECTRONICA Y AERONAUTICA","Paseo De La Ermita, 17 ",Leganés,-,28918,916800126,916807723,cf.electricidad-electronicayaeronautica@educa.madrid.org,cf.elecyaeronautica@madrid.org,Público,Primaria,40.3400138,-3.766942,"Paseo De La Ermita, 17 "
2105,2106,Madrid-Capital,28600562,CF EMPLEO,CENTRO DE FORMACION EN SEGUROS,"Carretera M-607 Colmenar Viejo, K13,8 ",Madrid,Fuencarral-El Pardo,28049,913721125,913721541,cf.segurosyfinanzas@educa.madrid.org,cf.finanzasyseguros@madrid.org,Público,Primaria,40.6812504,-3.8545389,"Carretera M-607 Colmenar Viejo, K13,8 "
2106,2107,Madrid-Sur,28600574,CF EMPLEO,CENTRO DE FORMACION EN TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES MADRID SUR,"Avenida De Las Arcas Del Agua (sector 3), 2 ",Getafe,-,28905,916838160,916838562,cf.tecnologias-informacionycomunicaciones@educa.madrid.org,centrof.madridsur@madrid.org,Público,Primaria,40.2952448,-3.7443479,"Avenida De Las Arcas Del Agua (sector 3), 2 "
2107,2108,Madrid-Capital,28600598,CF EMPLEO,CENTRO DE FORMACION EN TECNOLOGIAS DEL FRIO Y LA CLIMATIZACION,"Calle De La Hacienda De Pavones, 350 ",Madrid,Moratalaz,28030,913710250,-,cf.tecnologias-frioyclimatizacion@educa.madrid.org,cf.frioyclimatizacion@madrid.org,Público,Primaria,40.3986425,-3.6350215,"Calle De La Hacienda De Pavones, 350 "
2108,2109,Madrid-Oeste,28073811,C. DOC. MILITAR,ACADEMIA DE INGENIEROS DEL EJERCITO DE TIERRA,"Carretera De Torrelodones A Colmenar Viejo, K.10 ",Hoyo de Manzanares,-,28240,-,-,cdm.aiejercitotierra.hoyodemanzanares@educa.madrid.org,-,Público,Primaria,40.6626481,-3.7710457,"Carretera De Torrelodones A Colmenar Viejo, K.10 "
2109,2110,Madrid-Capital,28027606,UNIVERSIDAD,UNIVERSIDAD AUTONOMA DE MADRID,"Ctra. Colmenar Viejo, Km. 15 ",Madrid,-,28049,913975000,913974123,-,-,Público,Primaria,40.5334092,-3.701523099999999,"Ctra. Colmenar Viejo, Km. 15 "
2110,2111,Madrid-Sur,28041810,UNIVERSIDAD,UNIVERSIDAD CARLOS III,"Madrid, 126-128 ",Getafe,-,28903,916249500,916249758,-,-,Público,Primaria,40.3156239,-3.718124699999999,"Madrid, 126-128 "
2111,2112,Madrid-Capital,28027618,UNIVERSIDAD,UNIVERSIDAD COMPLUTENSE DE MADRID,"Avenida De Séneca, 2 ",Madrid,-,28008,913943389,0,-,-,Público,Primaria,40.4375306,-3.7250732,"Avenida De Séneca, 2 "
2112,2113,Madrid-Este,28027898,UNIVERSIDAD,UNIVERSIDAD DE ALCALA DE HENARES,"Plaza De San Diego, S/n - Edificio San Ildefonso ",Alcalá de Henares,-,28801,918882200,0,-,-,Público,Primaria,40.4832318,-3.3633005,Plaza De San Diego  - Edificio San Ildefonso 
2113,2114,Madrid-Capital,28027591,UNIVERSIDAD,UNIVERSIDAD POLITECNICA DE MADRID,Calle De Ramiro De Maeztu ,Madrid,-,28040,913366000,0,-,-,Público,Primaria,40.4486871,-3.7209392,Calle De Ramiro De Maeztu 
2114,2115,-,28048351,UNIVERSIDAD,U.REY JUAN CARLOS,"C/ Tulipan, S/n ",Móstoles,-,28933,916655060,916147120,-,-,Público,Primaria,40.3378038,-3.8690218,C/ Tulipan  
2115,2116,Madrid-Capital,28700933,CRIF,LAS ACACIAS,"Calle Del General Ricardos, 179 ",Madrid,Carabanchel,28025,915251893,915255888,crif.acacias@educa.madrid.org,-,Público,Primaria,40.3836956,-3.739394,"Calle Del General Ricardos, 179 "
2116,2117,Madrid-Capital,28701147,CTIF,MADRID-CAPITAL,"Calle Del Limonero, 28 ",Madrid,Tetuán,28020,913980515,915720320,ctif.madridcapital@educa.madrid.org,-,Público,Primaria,40.4628258,-3.6957184,"Calle Del Limonero, 28 "
2117,2118,Madrid-Este,28701172,CTIF,MADRID-ESTE,"Calle Luis Vives, 17 ",Alcalá de Henares,-,28803,-,-,ctif.madrideste@educa.madrid.org,-,Público,Primaria,40.4748416,-3.3668797,"Calle Luis Vives, 17 "
2118,2119,Madrid-Norte,28701159,CTIF,MADRID-NORTE,"Avenida Euskadi, 13 ",San Sebastián de los Reyes,-,28702,-,-,ctif.madridnorte@educa.madrid.org,-,Público,Primaria,40.3581273,-3.7727635,"Avenida Euskadi, 13 "
2119,2120,Madrid-Oeste,28701184,CTIF,MADRID-OESTE,"Calle Gabriel García Márquez, 10 ",Collado Villalba,-,28400,-,-,ctif.madridoeste@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle Gabriel García Márquez, 10 "
2120,2121,Madrid-Sur,28701160,CTIF,MADRID-SUR,"Avenida De La Mancha, 2 ",Leganés,-,28915,916862033,916867599,ctif.madridsur@educa.madrid.org,-,Público,Primaria,40.3287835,-3.7570789,"Avenida De La Mancha, 2 "
2121,2122,Madrid-Capital,28700969,CFA,Cº DE FORMACION AMB. DEL PROFESORADO GRANJA ESCUELA INF. CDAD. ESCOLAR,"Carretera Colmenar Viejo, Km.12,800 ",Madrid,Fuencarral-El Pardo,28049,917342700,917344048,ge.infantil@educa.madrid.org,-,Público,Primaria,40.5785398,-3.7052138,"Carretera Colmenar Viejo, Km.12,800 "
2122,2123,Madrid-Sur,28700957,CFA,CENT.FOR.AMB.PROF.GRANJA ESC.LA CHIMENEA,Diseminado Del Real Cortijo De San Isidro ,Aranjuez,-,28300,918918645,918918645,ge.chimenea@educa.madrid.org,-,Público,Primaria,40.0549161,-3.5629802,Diseminado Del Real Cortijo De San Isidro 
2123,2124,Madrid-Sur,28700970,CFA,CENT.FORM.AMB.PROF.TALLER NAT. V.DE ODON,"Avenida Viveros, S/n ",Villaviciosa de Odón,-,28670,916919842,916164079,tn.villaviciosa@educa.madrid.org,-,Público,Primaria,40.3542501,-3.9135965,Avenida Viveros  
2124,2125,Madrid-Capital,28028507,CPR INF,ADELA ABRINES CASTAÑOS,"Calle De Garrovillas, 4 ",Madrid,Latina,28044,917053100,-,cc.adelaabrines.madrid@educa.madrid.org,adelaabrines@agci.es,Privado Concertado,Primaria,40.3797931,-3.7794654,"Calle De Garrovillas, 4 "
2125,2126,Madrid-Capital,28037399,CPR INF,ALFREDO LOPEZ,"Calle De Villaescusa, 50 ",Madrid,Ciudad Lineal,28017,913041980,-,cc.alfredolopez.madrid@educa.madrid.org,alfredolopez@agci.es,Privado Concertado,Primaria,40.4205489,-3.6303693,"Calle De Villaescusa, 50 "
2126,2127,Madrid-Sur,28058354,CPR INF,ARCO IRIS,"Calle Castilla La Vieja, 2 ",Ciempozuelos,-,28350,918931601,-,cc.arcoiris.ciempozuelos@educa.madrid.org,serymararcoiris@gmail.com,Privado Concertado,Primaria,40.1597747,-3.6236832,"Calle Castilla La Vieja, 2 "
2127,2128,Madrid-Capital,28005805,CPR INF,COLEGIO DIOCESANO MARIA INMACULADA - LUIS RUIZ,"Calle De Luis Ruiz, 26 ",Madrid,Ciudad Lineal,28017,913675838,913689649,cc.minmaculada-luisruiz.madrid@educa.madrid.org,colegioluisruiz@fmariainmaculada.org,Privado Concertado,Primaria,40.4313245,-3.6389125,"Calle De Luis Ruiz, 26 "
2128,2129,Madrid-Capital,28007085,CPR INF,COMENDADORAS DE SANTIAGO,"Plaza De Las Comendadoras, 10 ",Madrid,Centro,28015,915481842,-,comendadoras@telefonica.net,adelacomendadoras@gmail.com,Privado Concertado,Primaria,40.4273988,-3.7089211,"Plaza De Las Comendadoras, 10 "
2129,2130,Madrid-Capital,28036012,CPR INF,CONDE DE ELDA,"Calle De Ponferrada, 14 ",Madrid,Fuencarral-El Pardo,28029,917392300,913781757,cc.condedeelda.madrid@educa.madrid.org,"condedeelda@agci.es, fernandezmanzano@agci.es",Privado Concertado,Primaria,40.474656,-3.7124867,"Calle De Ponferrada, 14 "
2130,2131,Madrid-Capital,28048956,CPR INF,CRI-CRI,"Calle Del Corregidor Juan Francisco De Luján, 21 ",Madrid,Moratalaz,28030,914394005,-,centrocricri@eresmas.com,cei.cricri@yahoo.es,Privado Concertado,Primaria,40.4030475,-3.6481101,"Calle Del Corregidor Juan Francisco De Luján, 21 "
2131,2132,Madrid-Capital,28034891,CPR INF,JAVIER GARCIA PITA,"Calle De Humanes, 14 ",Madrid,Puente de Vallecas,28038,917784511,913803255,cc.jgarciapita.madrid@educa.madrid.org,jgarciapita@agci.es,Privado Concertado,Primaria,40.3950959,-3.6460937,"Calle De Humanes, 14 "
2132,2133,Madrid-Capital,28021665,CPR INF,LA ANUNCIATA,"Calle De Camarena, 55 ",Madrid,Latina,28047,917173838,917180338,cc.laanunciata.madrid@educa.madrid.org,eilaanunciata@planalfa.es,Privado Concertado,Primaria,40.3954406,-3.7544996,"Calle De Camarena, 55 "
2133,2134,Madrid-Capital,28059334,CPR INF,LAS GAVIOTAS,"Calle De Medina De Pomar, 11 ",Madrid,Barajas,28042,913120586,913120586,cc.lasgaviotas.madrid@educa.madrid.org,lasgaviotas@planalfa.es,Privado Concertado,Primaria,40.4518881,-3.5847593,"Calle De Medina De Pomar, 11 "
2134,2135,Madrid-Capital,28016219,CPR INF,LOS LAPAZARES,"Calle De Antonio Durán Tovar, 6 ",Madrid,Puente de Vallecas,28053,914775628,914771327,lapazares@materclem.es,materclem@materclem.es,Privado Concertado,Primaria,40.3914457,-3.662422899999999,"Calle De Antonio Durán Tovar, 6 "
2135,2136,Madrid-Este,28002488,CPR INF,MAMA JUANITA,"Calle De La Iglesia, 15 ",Coslada,-,28821,916711120,-,cc.mamajuanita.coslada@educa.madrid.org,DIRECCION@MAMAJUANITA.COM,Privado Concertado,Primaria,40.4276767,-3.5685819,"Calle De La Iglesia, 15 "
2136,2137,Madrid-Norte,28024575,CPR INF,MI COLE,"Avenida De Colmenar Viejo, 22 ",San Sebastián de los Reyes,-,28701,916527603,-,cc.micole.sansebastian@educa.madrid.org,micole-69@hotmail.com,Privado Concertado,Primaria,40.54611480000001,-3.6300593,"Avenida De Colmenar Viejo, 22 "
2137,2138,Madrid-Capital,28030319,CPR INF,NAZARET,"Calle De Quintiliano, 3 ",Madrid,Chamartín,28002,915617244,915617244,cc.nazaretchamartin.madrid@educa.madrid.org,ceinazaret_se_m@telefonica.net,Privado Concertado,Primaria,40.4417105,-3.6765846,"Calle De Quintiliano, 3 "
2138,2139,Madrid-Capital,28041019,CPR INF,NAZARET,"Calle De Arenas De Iguña, 1 ",Madrid,Puente de Vallecas,28038,917771022,-,cc.nazaret.madrid@educa.madrid.org,einazaret@planalfa.es,Privado Concertado,Primaria,40.39162719999999,-3.646618,"Calle De Arenas De Iguña, 1 "
2139,2140,Madrid-Oeste,28057775,CPR INF,NUESTRA SEÑORA DE FATIMA,"Calle Hermanos Muñoz, 9 ",Molinos. Los,-,28460,918551726,918551907,cc.nsdefatima.losmolinos@educa.madrid.org,mjmjlosmolinos@hotmail.com,Privado Concertado,Primaria,40.716444,-4.0757941,"Calle Hermanos Muñoz, 9 "
2140,2141,Madrid-Capital,28009288,CPR INF,SAN JOSE DE CLUNY,"Calle De San Restituto, 24 ",Madrid,Moncloa-Aravaca,28039,914597103,-,cc.sanjosedecluny.madrid@educa.madrid.org,clunyvillaamil@cluny.es,Privado Concertado,Primaria,40.4654988,-3.7118202,"Calle De San Restituto, 24 "
2141,2142,Madrid-Capital,28072909,CPR INF,SANTA BERNARDITA,"Calle Del Príncipe De Asturias, 10 ",Madrid,Salamanca,28006,913093322,-,cc.santabernardita.madrid@educa.madrid.org,direccion@santabernardita.es,Privado Concertado,Primaria,40.4281428,-3.6715579,"Calle Del Príncipe De Asturias, 10 "
2142,2143,Madrid-Capital,28070603,CPR INF,SANTA CLAUS,"Calle De Nápoles, 28 ",Madrid,Hortaleza,28043,914135338,914135338,cc.santaclaus.madrid@educa.madrid.org,escuelainfantilsantaclaus@gmail.com,Privado Concertado,Primaria,40.4595837,-3.6504029,"Calle De Nápoles, 28 "
2143,2144,Madrid-Capital,28032109,CPR INF,SANTA LUISA,"Calle Del Tántalo, 21 ",Madrid,Villaverde,28021,917960853,-,cc.santaluisa.madrid@educa.madrid.org,direccion@escuelasantaluisa.es,Privado Concertado,Primaria,40.3529949,-3.6804881,"Calle Del Tántalo, 21 "
2144,2145,Madrid-Oeste,28045581,CPR INF,SANTA MARIA DE LEUCA,"Calle Infantes, 28 ",San Lorenzo de El Escorial,-,28200,918901662,918906719,cc.santamariadeleuca.sanlorenzo@educa.madrid.org,santamariadeleuca@yahoo.es,Privado Concertado,Primaria,40.5951861,-4.1398012,"Calle Infantes, 28 "
2145,2146,Madrid-Capital,28033023,CPR INF,VERBO ENCARNADO,"Calle De Alenza, 28 ",Madrid,Chamberí,28003,915340516,-,cc.verboencarnado.madrid@educa.madrid.org,vemad@planalfa.es,Privado Concertado,Primaria,40.44566630000001,-3.7002245,"Calle De Alenza, 28 "
2146,2147,Madrid-Capital,28009963,CPR INF,VIRGEN DE BEGOÑA,"Calle De Ángel Múgica, 48 ",Madrid,Fuencarral-El Pardo,28034,917291840,917291840,cc.virgendebegona.madrid@educa.madrid.org,eivb@planalfa.es,Privado Concertado,Primaria,40.4870755,-3.6885503,"Calle De Ángel Múgica, 48 "
2147,2148,Madrid-Capital,28046595,EIPR,BORJA,"Calle Ronda Del Sur, 239 ",Madrid,Puente de Vallecas,28053,917855865,-,cc.borja.madrid@educa.madrid.org,direccion@eiborja.es,Privado Concertado,Primaria,40.3758132,-3.6611158,"Calle Ronda Del Sur, 239 "
2148,2149,Madrid-Capital,28067938,EIPR,CALASANZ,"Calle Del Camino Del Río, S/n ",Madrid,Usera,28041,913188989,917237079,cc.calasanz.madrid@educa.madrid.org,eifcalasanz@gmail.com,Privado Concertado,Primaria,40.3715203,-3.7006227,Calle Del Camino Del Río  
2149,2150,Madrid-Capital,28049596,EIPR,CATALINA LABOURE,"Calle De La Marroquina, 45 ",Madrid,Moratalaz,28030,914390123,914374877,cc.catalinalaboure.madrid@educa.madrid.org,c.laboure@sotes.e.telefonica.net,Privado Concertado,Primaria,40.4084518,-3.6483679,"Calle De La Marroquina, 45 "
2150,2151,Madrid-Capital,28026158,EIPR,CUNA DE JESUS,"Calle De Ferrer Del Río, 26 ",Madrid,Salamanca,28028,917256327,917269457,cc.cunadejesus.madrid@educa.madrid.org,cunadejesusdir@planalfa.es,Privado Concertado,Primaria,40.4349469,-3.6711378,"Calle De Ferrer Del Río, 26 "
2151,2152,Madrid-Capital,28059668,EIPR,EL CAMINO,"Calle De Salitre, 33 ",Madrid,Centro,28012,914685818,914685818,cc.elcamino.madrid@educa.madrid.org,centroinfantilelcamino@marianitas.e.telefonica.net,Privado Concertado,Primaria,40.4086801,-3.6992935,"Calle De Salitre, 33 "
2152,2153,Madrid-Capital,28059346,EIPR,GRAZALEMA,"Plaza De La Sierra De Grazalema, 1 ",Madrid,Villa de Vallecas,28031,913327569,913327569,cc.grazalema.madrid@educa.madrid.org,escuelagrazalema@gmail.com,Privado Concertado,Primaria,40.3734409,-3.6181788,"Plaza De La Sierra De Grazalema, 1 "
2153,2154,Madrid-Sur,28023091,EIPR,LA INMACULADA,"Calle De La Malvarrosa, 6 ",Móstoles,-,28937,916130601,-,direccion@escuelainfantillainmaculada.es,-,Privado Concertado,Primaria,40.323137,-3.8604999,"Calle De La Malvarrosa, 6 "
2154,2155,Madrid-Capital,28059474,EIPR,LOS ANGELES,"Calle Del Camino Viejo De Leganés, 186 ",Madrid,Carabanchel,28019,914618616,914618616,cc.losangeles.madrid@educa.madrid.org,lacdireccion@hotmail.com,Privado Concertado,Primaria,40.3772061,-3.7343041,"Calle Del Camino Viejo De Leganés, 186 "
2155,2156,Madrid-Capital,28021641,EIPR,MONSEÑOR ALVES BRAS,"Calle De Villaviciosa, 24 ",Madrid,Latina,28024,915182640,917118051,cc.monsenoralvesbras.madrid@educa.madrid.org,cinfmabras@hotmail.com,Privado Concertado,Primaria,40.3978838,-3.7698983,"Calle De Villaviciosa, 24 "
2156,2157,Madrid-Capital,28057763,EIPR,NUESTRA SEÑORA DE LA ENCARNACION,"Plaza De La Inmaculada Concepción, 1 ",Madrid,Carabanchel,28019,611482537,-,cc.ntrasradelaencarnacion.madrid@educa.madrid.org,cei.nsencarnacion@misionerasjmj.com,Privado Concertado,Primaria,40.3929457,-3.7121771,"Plaza De La Inmaculada Concepción, 1 "
2157,2158,Madrid-Capital,28057155,EIPR,NUESTRA SEÑORA DE LAS VICTORIAS,"Calle De Fray Junipero Serra, 26 ",Madrid,Tetuán,28039,915703462,915703462,cc.nsvictoriastetuan.madrid@educa.madrid.org,secretaria@escuelansvictorias.es,Privado Concertado,Primaria,40.4642286,-3.7000871,"Calle De Fray Junipero Serra, 26 "
2158,2159,Madrid-Capital,28008259,EIPR,NUESTRA SEÑORA DE LOS DOLORES,"Calle De San Bernardo, 99 ",Madrid,Chamberí,28015,914483426,-,cc.nsdelosdolores.madrid@educa.madrid.org,eidolores@eidolores.com,Privado Concertado,Primaria,40.4307391,-3.7055909,"Calle De San Bernardo, 99 "
2159,2160,Madrid-Capital,28058081,EIPR,NUESTRA SEÑORA DEL CAMINO,"Calle De Martínez De La Riva, 127 ",Madrid,Puente de Vallecas,28018,917862331,-,cc.nscamino.madrid@educa.madrid.org,caminoInfantil@planalfa.es,Privado Concertado,Primaria,40.3861239,-3.6637665,"Calle De Martínez De La Riva, 127 "
2160,2161,Madrid-Capital,28050252,EIPR,NUESTRA SEÑORA DEL ROSARIO,"Calle De Puebla De Sanabria, 20 ",Madrid,Villaverde,28021,917962818,917962818,cc.nsdelrosario.madrid@educa.madrid.org,einsrosario@yahoo.es,Privado Concertado,Primaria,40.3503589,-3.7085899,"Calle De Puebla De Sanabria, 20 "
2161,2162,Madrid-Capital,28065851,EIPR,ROSALIA RENDU,"Calle De La Espada, 9 ",Madrid,Centro,28012,915271638,-,cc.rosaliarendu.madrid@educa.madrid.org,rosaliarendu@fshijasdelacaridad.org,Privado Concertado,Primaria,40.411541,-3.7044049,"Calle De La Espada, 9 "
2162,2163,Madrid-Capital,28059051,EIPR,SAN GABRIEL ARCANGEL,"Calle De La Isla De Nelsón, 1 ",Madrid,Moncloa-Aravaca,28035,913165945,sin fax,cc.sangabrielarcangel.madrid@educa.madrid.org,direccionge@fundacionescolapias.com,Privado Concertado,Primaria,40.4649146,-3.7232203,"Calle De La Isla De Nelsón, 1 "
2163,2164,Madrid-Norte,28000625,EIPR,SAN PEDRO APOSTOL,"Plaza De Felipe Álvarez Gadea, 1 ",Alcobendas,-,28100,916535721,916535721,cc.sanpedroapostol.alcobendas@educa.madrid.org,escuelainfantilsanpedro@gmail.com,Privado Concertado,Primaria,40.5405701,-3.632266999999999,"Plaza De Felipe Álvarez Gadea, 1 "
2164,2165,Madrid-Capital,28009434,EIPR,SAN ROQUE,"Calle Del Abolengo, 10 ",Madrid,Carabanchel,28025,914617109,-,cc.sanroque.madrid@educa.madrid.org,direccion@escuelasanroque.es,Privado Concertado,Primaria,40.3891765,-3.7363386,"Calle Del Abolengo, 10 "
2165,2166,Madrid-Capital,28058391,EIPR,SAN SIMON Y SAN JUDAS,"Calle De Trévelez, S/n ",Madrid,Usera,28041,913179288,-,cc.sansimonysanjudas.madrid@educa.madrid.org,eisansimon@escuelainfantilsansimonysanjudas.com,Privado Concertado,Primaria,40.3653316,-3.7029574,Calle De Trévelez  
2166,2167,Madrid-Capital,28037430,EIPR,SAN VICENTE DE PAUL,"Plaza De San Vicente De Paul, 1 ",Madrid,Carabanchel,28025,914691445,914691445,cc.sanvicentedepaul.madrid@educa.madrid.org,eisvp@planalfa.es,Privado Concertado,Primaria,40.3849841,-3.7260162,"Plaza De San Vicente De Paul, 1 "
2167,2168,Madrid-Capital,28056862,EIPR,SAN VICTOR,"Plaza De Pico Salvaguardia, S/n ",Madrid,Fuencarral-El Pardo,28035,917387714,917387714,cc.sanvictor.madrid@educa.madrid.org,ceisanvictor@gmail.com,Privado Concertado,Primaria,40.4822719,-3.7201019,Plaza De Pico Salvaguardia  
2168,2169,Madrid-Capital,28045542,EIPR,SANTA ROSALIA,"Calle De Motilla Del Palancar, 36 ",Madrid,Hortaleza,28043,913001988,913001988,cc.santarosalia.madrid@educa.madrid.org,dir.starosalia@planalfa.es,Privado Concertado,Primaria,40.4659476,-3.6312006,"Calle De Motilla Del Palancar, 36 "
2169,2170,Madrid-Capital,28064809,EIPR,TOBOGAN II,"Calle De Fernando Díaz De Mendoza, 67 ",Madrid,Carabanchel,28019,914609250,-,cc.tobogan.madrid@educa.madrid.org,tobogan48@hotmail.com,Privado Concertado,Primaria,40.3925247,-3.7088111,"Calle De Fernando Díaz De Mendoza, 67 "
2170,2171,Madrid-Norte,28000649,CPR PRI,SAN ANTONIO,"Calle De Barcelona, 13 ",Alcobendas,-,28100,916527169,916527169,cc.sanantonio.alcobendas@educa.madrid.org,-,Privado Concertado,Primaria,40.5423153,-3.6288767,"Calle De Barcelona, 13 "
2171,2172,Madrid-Capital,28011349,CPR INF-PRI,ARCANGEL,"Calle De Ángel Ganivet, 21 ",Madrid,Retiro,28007,915523525,911191309,cc.arcangel.madrid@educa.madrid.org,arcangelsecretaria@gmail.com,Privado Concertado,Primaria,40.4086114,-3.6716924,"Calle De Ángel Ganivet, 21 "
2172,2173,Madrid-Capital,28032195,CPR INF-PRI,CENIT,"Calle De Vital Aza, 31 ",Madrid,Ciudad Lineal,28017,914087145,914087145,cc.cenit.madrid@educa.madrid.org,administracion@colegiocenit.es,Privado Concertado,Primaria,40.4317075,-3.6431071,"Calle De Vital Aza, 31 "
2173,2174,Madrid-Capital,28011520,CPR INF-PRI,CENTRAL,"Calle De Manuel Muñoz, 9 ",Madrid,Usera,28026,914759629,912450019,cc.central.madrid@educa.madrid.org,colegiocentralmadrid@gmail.com,Privado Concertado,Primaria,40.3858326,-3.7020059,"Calle De Manuel Muñoz, 9 "
2174,2175,Madrid-Capital,28019981,CPR INF-PRI,CENTRO DE ESTUDIOS CASTILLA,"Calle Del Oso, 23 ",Madrid,Centro,28012,915303292,915060720,cc.cecastilla.madrid@educa.madrid.org,direcciontitular@centroestudioscastilla.es,Privado Concertado,Primaria,40.4093411,-3.7053084,"Calle Del Oso, 23 "
