,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO
262,Madrid-Capital,28020624,IES,REY PASTOR,"Calle Del Corregidor José De Pasamonte, 17 ",Madrid,Moratalaz,28030,914392661,914371764,ies.reypastor.madrid@educa.madrid.org,-,Público,Secundaria
263,Madrid-Norte,28042981,IES,ROSA CHACEL,"Calle De Las Huertas, 68 ",Colmenar Viejo,-,28770,918464801,918463646,ies.rosachacel.colmenarviejo@educa.madrid.org,-,Público,Secundaria
264,Madrid-Oeste,28059279,IES,SABINO FERNANDEZ CAMPO,"Calle Elisadero, 28 ",Robledo de Chavela,-,28294,918981528,918995876,ies.sabinofernandezcampo.robledo@educa.madrid.org,-,Público,Secundaria
265,Madrid-Sur,28039803,IES,SALVADOR ALLENDE,"Calle De Andalucía, 12 ",Fuenlabrada,-,28941,916977213,916098879,ies.salvadorallende.fuenlabrada@educa.madrid.org,-,Público,Secundaria
266,Madrid-Sur,28038291,IES,SALVADOR DALI,"Calle Austria, 7 ",Leganés,-,28916,916862999,916802709,ies.salvadordali.leganes@educa.madrid.org,-,Público,Secundaria
267,Madrid-Capital,28039876,IES,SALVADOR DALÍ,"Calle De Verdaguer Y García, 2 ",Madrid,Ciudad Lineal,28027,914049490,913264503,ies.salvadordali.madrid@educa.madrid.org,-,Público,Secundaria
268,Madrid-Norte,28046339,IES,SAN AGUSTIN DE GUADALIX,"Avenida De Félix Rodríguez De La Fuente, S/n ",San Agustín del Guadalix,-,28750,918419346,918419927,ies.sanagustin.sanagustin@educa.madrid.org,-,Público,Secundaria
269,Madrid-Capital,28020570,IES,SAN BLAS,"Calle De Arcos De Jalón, 120 ",Madrid,San Blas-Canillejas,28037,913061148,913240029,ies.sanblas.madrid@educa.madrid.org,-,Público,Secundaria
270,Madrid-Capital,28018472,IES,SAN CRISTOBAL DE LOS ANGELES,"Plaza De Los Pinazo, 7 ",Madrid,Villaverde,28021,917972584,915053607,ies.sancristobal.madrid@educa.madrid.org,-,Público,Secundaria
271,Madrid-Capital,28019351,IES,SAN FERNANDO,"Carretera De Colmenar Viejo, K13.5 ",Madrid,Fuencarral-El Pardo,28049,917353106,917340764,ies.sanfernando.madrid@educa.madrid.org,-,Público,Secundaria
272,Madrid-Capital,28034441,IES,SAN ISIDORO DE SEVILLA,"Plaza Del Marqués De Comillas, 1 ",Madrid,Chamberí,28040,915330607,915330337,ies.sanisidoro.madrid@educa.madrid.org,-,Público,Secundaria
273,Madrid-Capital,28020946,IES,SAN ISIDRO,"Calle De Toledo, 39 ",Madrid,Centro,28005,913651271,913656833,ies.sanisidro.madrid@educa.madrid.org,-,Público,Secundaria
274,Madrid-Capital,28028465,IES,SAN JUAN BAUTISTA,"Calle De San Nemesio, 1 ",Madrid,Ciudad Lineal,28043,914137961,914166908,ies.sanjuanbautista.madrid@educa.madrid.org,-,Público,Secundaria
275,Madrid-Sur,28040738,IES,SAN NICASIO,"Paseo De La Ermita, 4 ",Leganés,-,28918,916807752,916801402,ies.sannicasio.leganes@educa.madrid.org,-,Público,Secundaria
276,Madrid-Capital,28042644,IES,SANTA EUGENIA,"Calle Cerro Almodóvar, 5 ",Madrid,Villa de Vallecas,28031,913311623,913322107,ies.santaeugenia.madrid@educa.madrid.org,-,Público,Secundaria
277,Madrid-Capital,28018344,IES,SANTA TERESA DE JESUS,"Calle Del Fomento, 9 ",Madrid,Centro,28013,915415996,915418034,ies.santateresa.madrid@educa.madrid.org,-,Público,Secundaria
278,Madrid-Capital,28018356,IES,SANTAMARCA,"Calle De Puerto Rico, 34 ",Madrid,Chamartín,28016,913505122,913450683,ies.santamarca.madrid@educa.madrid.org,-,Público,Secundaria
279,Madrid-Sur,28062011,IES,SANTIAGO RUSIÑOL,Calle Alhambra De Granada ,Aranjuez,-,28300,918090245,918754642,ies.santiagorusinol.aranjuez@educa.madrid.org,-,Público,Secundaria
280,Madrid-Oeste,28050562,IES,SAPERE AUDE,"Avenida De Los Estudiantes, 4 ",Villanueva del Pardillo,-,28229,918151519,918151764,ies.villanuevadelpardillo@educa.madrid.org,-,Público,Secundaria
281,Madrid-Sur,28041615,IES,SATAFI,"Avenida De Las Ciudades, 104 ",Getafe,-,28903,916830601,916817173,ies.satafi.getafe@educa.madrid.org,-,Público,Secundaria
282,Madrid-Este,28045773,IES,SENDA GALIANA,"Calle Palmeras, 10 ",Torres de la Alameda,-,28813,918858820,918858436,ies.sendagaliana.torres@educa.madrid.org,-,Público,Secundaria
283,Madrid-Norte,28038847,IES,SEVERO OCHOA,"Calle De Francisco Chico Mendes, 3 ",Alcobendas,-,28108,916620443,916612579,ies.severoochoa.alcobendas@educa.madrid.org,-,Público,Secundaria
284,Madrid-Sur,28050550,IES,SEVILLA LA NUEVA,"Calle Ruiseñor, 5 ",Sevilla la Nueva,-,28609,918124066,918124067,ies.sevillalanueva.sevilla@educa.madrid.org,-,Público,Secundaria
285,Madrid-Norte,28057751,IES,SIERRA DE GUADARRAMA,"Avenida Soto, 1 ",Soto del Real,-,28791,918479299,918477010,ies.sierradeguadarrama.soto@educa.madrid.org,-,Público,Secundaria
286,Madrid-Sur,28038306,IES,SIGLO XXI,"Calle De La Ingeniería, 1 ",Leganés,-,28918,916806303,916807302,ies.sigloveintiuno.leganes@educa.madrid.org,-,Público,Secundaria
287,Madrid-Este,28077890,IES,SIMONE VEIL,Parcela Eq-01 Sector 4 De Miramadrid ,Paracuellos de Jarama,-,-,-,-,ies.simoneveil.paracuellos@educa.madrid.org,-,Público,Secundaria
288,Madrid-Sur,28075509,IES,SOR JUANA DE LA CRUZ,"Calle Los Almendros, S/n ",Cubas de la Sagra,-,28978,912761412,-,ies.sorjuanadelacruz.cubasdelasagra@educa.madrid.org,-,Público,Secundaria
289,Madrid-Capital,28019464,IES,TIRSO DE MOLINA,"Avenida De La Albufera, 144 ",Madrid,Puente de Vallecas,28038,913033173,913801252,ies.tirsodemolina.madrid@educa.madrid.org,-,Público,Secundaria
290,Madrid-Sur,28080050,IES,TORCUATO FERNANDEZ MIRANDA,"Avenida De Francia, 163 ",Arroyomolinos,-,28939,-,-,ies.torcuatofdezmiranda.arroyomolinos@educa.madrid.org,-,Público,Secundaria
291,Madrid-Capital,28015756,IES,VALDEBERNARDO,"Bulevar De Indalecio Prieto, 1 ",Madrid,Vicálvaro,28032,913016099,913016148,ies.valdebernardo.madrid@educa.madrid.org,-,Público,Secundaria
292,Madrid-Este,28042681,IES,VALLE INCLAN,"Calle Juncal, 14 ",Torrejón de Ardoz,-,28850,916773057,916774289,ies.valleinclan.torrejondeardoz@educa.madrid.org,-,Público,Secundaria
293,Madrid-Capital,28020648,IES,VALLECAS I,"Avenida De La Albufera, 78 ",Madrid,Puente de Vallecas,28038,914773809,914770873,ies.vallecasuno.madrid@educa.madrid.org,-,Público,Secundaria
294,Madrid-Capital,28030964,IES,VALLECAS-MAGERIT,"Calle De Antonio Folgueras, 27 ",Madrid,Puente de Vallecas,28018,914780023,914781320,ies.magerit.madrid@educa.madrid.org,-,Público,Secundaria
295,Madrid-Oeste,28045839,IES,VALMAYOR,"Calle Paz, 99 ",Valdemorillo,-,28210,918977462,918977789,ies.valmayor.valdemorillo@educa.madrid.org,-,Público,Secundaria
296,Madrid-Este,28024290,IES,VEGA DEL JARAMA,"Avenida De Irún, 18 ",San Fernando de Henares,-,28830,916711104,916693092,ies.vegadeljarama.sanfernando@educa.madrid.org,-,Público,Secundaria
297,Madrid-Sur,28038896,IES,VELAZQUEZ,"Calle Del Pintor Velázquez, 25 ",Móstoles,-,28935,916170563,916175923,ies.velazquez.mostoles@educa.madrid.org,-,Público,Secundaria
298,Madrid-Sur,28026031,IES,VICENTE ALEIXANDRE,"Calle Asturias, 20 ",Pinto,-,28320,916910012,916922864,ies.vicentealeixand.pinto@educa.madrid.org,-,Público,Secundaria
299,Madrid-Sur,28042991,IES,VICTORIA KENT,"Camino Polvoranca, S/n ",Fuenlabrada,-,28942,916084625,916490013,ies.victoriakent.fuenlabrada@educa.madrid.org,-,Público,Secundaria
300,Madrid-Este,28037077,IES,VICTORIA KENT,"Calle Plata, 85 ",Torrejón de Ardoz,-,28850,916560079,916773835,ies.victoriakent.torrejondeardoz@educa.madrid.org,-,Público,Secundaria
301,Madrid-Sur,28038926,IES,VILLA DE VALDEMORO,"Calle Herencia, S/n ",Valdemoro,-,28341,918018490,918953396,ies.villadevaldemoro.valdemoro@educa.madrid.org,-,Público,Secundaria
302,Madrid-Capital,28040751,IES,VILLA DE VALLECAS,"Calle De Villarino De Los Aires, 14 ",Madrid,Villa de Vallecas,28031,917774715,913802465,ies.villadevallecas.madrid@educa.madrid.org,-,Público,Secundaria
303,Madrid-Capital,28039891,IES,VILLABLANCA,"Calle De Villablanca, 79 ",Madrid,Vicálvaro,28032,917752214,917766577,ies.villablanca.madrid@educa.madrid.org,-,Público,Secundaria
304,Madrid-Este,28045049,IES,VILLAREJO DE SALVANÉS,"Avenida De Santa Elena, S/n ",Villarejo de Salvanés,-,28590,918744960,918742210,ies.villarejo@educa.madrid.org,-,Público,Secundaria
305,Madrid-Capital,28021008,IES,VISTA ALEGRE,"Calle Del General Ricardos, 177 ",Madrid,Carabanchel,28025,914628600,915258200,ies.vistaalegre.madrid@educa.madrid.org,-,Público,Secundaria
306,Madrid-Este,28076381,SIES,SECCION  DEL IES LUIS DE GONGORA EN LOECHES,"Avenida Clara Campoamor, S/n ",Loeches,-,28890,916741413,916741814,sies.luisdegongora.loeches@educa.madrid.org,-,Público,Secundaria
307,Madrid-Sur,28065632,SIES,SECCION DEL IES AFRICA EN MORALEJA DE ENMEDIO,"Calle Madrid, 53 ",Moraleja de Enmedio,-,28950,916093692,916093720,sies.africa.moraleja@educa.madrid.org,-,Público,Secundaria
308,Madrid-Este,28046297,SIES,SECCION DEL IES ANSELMO LORENZO EN MORATA TAJUÑA,"Calle Doctor Sánchez Pérez, 1 ",Morata de Tajuña,-,28530,918730777,918730917,sies.anselmolorenzo.morata@educa.madrid.org,-,Público,Secundaria
309,Madrid-Este,28046285,SIES,SECCION DEL IES CARPE DIEM EN COLMENAR OREJA,"Calle Madrid, 25 ",Colmenar de Oreja,-,28380,918089298,918089208,sies.carpediem.colmenardeoreja@educa.madrid.org,-,Público,Secundaria
310,Madrid-Este,28065841,SIES,SECCION DEL IES LA POVEDA EN CAMPO REAL,"Avenida De La Circunvalación, 3 ",Campo Real,-,28510,918765070,918733915,sies.lapoveda.camporeal@educa.madrid.org,-,Público,Secundaria
311,Madrid-Capital,28063799,CP INF-PRI-SEC,ADOLFO SUAREZ,"Calle De La Infanta Catalina Micaela, 31 ",Madrid,Hortaleza,28050,917502058,917189274,cp.adolfosuarez.madrid@educa.madrid.org,-,Público,Secundaria
312,Madrid-Oeste,28060348,CP INF-PRI-SEC,EL CANTIZAL,"Avenida De Atenas, S/n ","Rozas de Madrid, Las",-,28232,916030099,916317527,cp.elcantizal.lasrozas@educa.madrid.org,-,Público,Secundaria
313,Madrid-Oeste,28057076,CP INF-PRI-SEC,EL ENCINAR,"Calle Ribadesella, S/n ",Torrelodones,-,28250,918593112,918592885,cp.elencinar.torrelodones@educa.madrid.org,-,Público,Secundaria
314,Madrid-Sur,28002026,CP INF-PRI-SEC,EUGENIO MURO,"Carretera Rozas De Puerto Real, 20 ",Cadalso de los Vidrios,-,28640,918640158,918641288,cp.eugeniomuro.cadalso@educa.madrid.org,-,Público,Secundaria
315,Madrid-Este,28002038,CP INF-PRI-SEC,FEDERICO GARCIA LORCA,"Calle De La Huerta, S/n ",Camarma de Esteruelas,-,28816,918865256,918865248,cp.garcialorca.camarma@educa.madrid.org,-,Público,Secundaria
316,Madrid-Sur,28023364,CP INF-PRI-SEC,ISABEL LA CATOLICA,"Calle Vía Olímpica, S/n ",Navas del Rey,-,28695,918650536,918650790,cp.isabellacatolica.navas@educa.madrid.org,-,Público,Secundaria
317,Madrid-Norte,28025403,CP INF-PRI-SEC,JESUS ARAMBURU,"Calle Del Jarama, 10 ",Valdetorres de Jarama,-,28150,918472060,918415204,cp.jesusaramburu.valdetorres@educa.madrid.org,-,Público,Secundaria
318,Madrid-Este,28023388,CP INF-PRI-SEC,JUAN DE GOYENECHE,"Avenida Glasgow, 1 ",Nuevo Baztán,-,28514,918735070,918734258,cp.goyeneche.nuevobaztan@educa.madrid.org,-,Público,Secundaria
319,Madrid-Oeste,28001812,CP INF-PRI-SEC,JUAN RAMON JIMENEZ,"Paseo De San Sebastián, 23 ",Becerril de la Sierra,-,28490,918538064,918555468,cp.juanramonjimenez.becerril@educa.madrid.org,colegiobecerril@gmail.com,Público,Secundaria
320,Madrid-Este,28077348,CP INF-PRI-SEC,LA LUNA,"Avenida De La Tierra, 2 ",Rivas-Vaciamadrid,-,28523,916665859,-,cp.laluna.rivas@educa.madrid.org,-,Público,Secundaria
321,Madrid-Oeste,28023741,CP INF-PRI-SEC,LOS ANGELES,"Calle Diego De Velázquez, 5 ",Pozuelo de Alarcón,-,28223,917116584,915180145,cp.losangeles.pozuelodealarcon@educa.madrid.org,-,Público,Secundaria
322,Madrid-Sur,28070691,CP INF-PRI-SEC,MAESTRO RODRIGO,"Avenida Memorial De La Paz De Hiroshima, S/n ",Aranjuez,-,28300,918927841,918928169,cp.maestrorodrigo.aranjuez@educa.madrid.org,-,Público,Secundaria
323,Madrid-Sur,28063878,CP INF-PRI-SEC,MARIA MARTIN,"Calle De Las Víctimas Del Terrorismo, S/n ",Navalcarnero,-,28600,918110110,918115517,cp.mariamartin.navalcarnero@educa.madrid.org,-,Público,Secundaria
324,Madrid-Oeste,28057088,CP INF-PRI-SEC,MARIA MOLINER,"Avenida Rioja, 14 ",Villanueva de la Cañada,-,28691,918155505,-,cp.mariamoliner.villanuevadelacanada@educa.madrid.org,-,Público,Secundaria
325,Madrid-Norte,28002853,CP INF-PRI-SEC,MARTINA GARCIA,"Avenida Julián Sánchez, 17 ",Fuente el Saz de Jarama,-,28140,916200825,916224053,cp.martinagarcia.fuenteelsaz@educa.madrid.org,-,Público,Secundaria
326,Madrid-Sur,28033679,CP INF-PRI-SEC,MIGUEL DE CERVANTES,"Avenida De Villaviciosa, 7 ",Alcorcón,-,28922,916116198,916116569,cp.cervantes.alcorcon@educa.madrid.org,-,Público,Secundaria
327,Madrid-Sur,28076307,CP INF-PRI-SEC,MIGUEL DE CERVANTES,Calle De Maritornes C/v Insula Malindrania ,Getafe,-,28906,910517794,910517842,cp.migueldecervantes.getafe@educa.madrid.org,-,Público,Secundaria
328,Madrid-Este,28025415,CP INF-PRI-SEC,MIGUEL DE CERVANTES,"Calle Miguel Cervantes, 4 ",Valdilecha,-,28511,918738437,918738660,cp.cervantes.valdilecha@educa.madrid.org,-,Público,Secundaria
329,Madrid-Oeste,28079451,CP INF-PRI-SEC,PADRE GARRALDA,"Calle Sierra Nevada, 32 ",Villanueva de la Cañada,-,28691,918354980,-,cp.padregarralda.villanuevadelacanada@educa.madrid.org,-,Público,Secundaria
330,Madrid-Norte,28001952,CP INF-PRI-SEC,PEÑALTA,"Calle Peñalta, S/n ",Buitrago del Lozoya,-,28730,918680107,918680186,cp.penalta.buitrago@educa.madrid.org,cp.penalta.buitrago@educa.madrid.org,Público,Secundaria
331,Madrid-Oeste,28001848,CP INF-PRI-SEC,PRINCIPE DON FELIPE,"Calle De Juan Carlos I, 40 ",Boadilla del Monte,-,28660,916331626,916331954,cp.principedonfelipe.boadilla@educa.madrid.org,-,Público,Secundaria
332,Madrid-Oeste,28064160,CP INF-PRI-SEC,PRINCIPES DE ASTURIAS,"Calle Atlántico Del Paular, 8 ",Pozuelo de Alarcón,-,28224,917140919,913515144,cp.principesdeasturias.pozuelodealarcon@educa.madrid.org,-,Público,Secundaria
333,Madrid-Norte,28073872,CP INF-PRI-SEC,PUERTA DE LA SIERRA,"Calle Placer De Ver, S/n ",Venturada,-,28729,918439140,918439289,cp.puertadelasierra.venturada@educa.madrid.org,-,Público,Secundaria
334,Madrid-Sur,28060270,CP INF-PRI-SEC,SALVADOR DALI,"Calle De La Tia Javiera, S/n ",Fuenlabrada,-,28942,916046230,916047303,cp.salvadordali.fuenlabrada@educa.madrid.org,ceipsodali@gmail.com,Público,Secundaria
335,Madrid-Este,28067604,CP INF-PRI-SEC,SALVADOR DE MADARIAGA,"Calle La Lámpara, S/n ",Daganzo de Arriba,-,28814,918848589,918848590,cp.salvadordemadariaga.daganzo@educa.madrid.org,-,Público,Secundaria
336,Madrid-Este,28000029,CP INF-PRI-SEC,SAN BLAS,"Calle Víctor Hurtado, S/n ",Ajalvir,-,28864,918844589,918844211,cp.sanblas.ajalvir@educa.madrid.org,-,Público,Secundaria
337,Madrid-Oeste,28001873,CP INF-PRI-SEC,SAN SEBASTIAN,"Carretera Mazanares El Real, 10 ","Boalo, El",-,28413,918559382,-,cp.sansebastian.elboalo@educa.madrid.org,-,Público,Secundaria
338,Madrid-Norte,28063830,CP INF-PRI-SEC,SANSUEÑA,"Plaza De La Cruz, 1 ",Talamanca de Jarama,-,28160,918417515,918417214,cp.sansuena.talamanca@educa.madrid.org,-,Público,Secundaria
339,Madrid-Sur,28067744,CP INF-PRI-SEC,SANTO ANGEL DE LA GUARDA,"Calle Rodetas, 19 ",Chapinería,-,28694,918652735,-,cp.santoangeldelaguarda.chapineria@educa.madrid.org,-,Público,Secundaria
340,Madrid-Norte,28039669,CP INF-PRI-SEC,SANTO DOMINGO,"Avenida Del Guadalix, 35 ",Algete,-,28120,916221690,916222409,cp.santodomingo.algete@educa.madrid.org,-,Público,Secundaria
341,Madrid-Sur,28002105,CP INF-PRI-SEC,SUAREZ SOMONTE,"Calle De La Ronda Del Sur, 54 ",Cenicientos,-,28650,918642528,918642528,cp.suarezsomonte.cenicientos@educa.madrid.org,-,Público,Secundaria
342,Madrid-Sur,28042191,CP INF-PRI-SEC,VELAZQUEZ,"Urbanizacion Nuevo Versalles, 16 ",Fuenlabrada,-,28942,916892040,914865728,cp.velazquez.fuenlabrada@educa.madrid.org,-,Público,Secundaria
343,Madrid-Norte,28022891,CP INF-PRI-SEC,VICENTE ALEIXANDRE,"Avenida De La Constitución, 29 ",Miraflores de la Sierra,-,28792,918443873,918445212,cp.vicentealeixandre.miraflores@educa.madrid.org,-,Público,Secundaria
344,Madrid-Norte,28002211,CP INF-PRI-SEC,VILLA DE COBEÑA,"Calle De La Fuente, 17 ",Cobeña,-,28863,916208425,916208425,cp.villadecobena.cobena@educa.madrid.org,-,Público,Secundaria
345,Madrid-Capital,28066417,CPR ES,COLEGIO SAN FRANCISCO,"Calle De La Fortaleza, 2 ",Madrid,Fuencarral-El Pardo,28048,913761599,913761935,cc.sanfrancisco.madrid@educa.madrid.org,secretaria.cc.sanfrancisco.madrid@educa.madrid.org,Privado Concertado,Secundaria
346,Madrid-Capital,28008703,CPR ES,EL PORVENIR,"Calle De Bravo Murillo, 85 ",Madrid,Chamberí,28003,915331337,-,cc.elporvenir.madrid@educa.madrid.org,primaria.elporvenir@fliedner.org,Privado Concertado,Secundaria
347,Madrid-Capital,28007619,CPR ES,JESUS MARIA,"Calle De Los Hermanos García Noblejas, 68 ",Madrid,Ciudad Lineal,28037,913671660,913679204,cc.jesusmaria-clineal.madrid@educa.madrid.org,jesusmariam@planalfa.es,Privado Concertado,Secundaria
348,Madrid-Capital,28019300,CPR ES,MARIA INMACULADA,"Calle De Ríos Rosas, 35 ",Madrid,Chamberí,28003,914410628,913990637,cc.minmaculada-riosrosas.madrid@educa.madrid.org,minmaculadama@planalfa.es,Privado Concertado,Secundaria
349,Madrid-Capital,28027941,CPR ES,MARIA INMACULADA,"Calle De Fuencarral, 97 ",Madrid,Centro,28004,914489508,914939981,cc.minmaculada.madrid@educa.madrid.org,mirmad@planalfa.es,Privado Concertado,Secundaria
350,Madrid-Capital,28013140,CPR ES,NUESTRA SEÑORA DE GRACIA,"Paseo De Gigantes Y Cabezudos, 12-14 ",Madrid,Villaverde,28041,913173225,913182886,cc.nsgracia.madrid@educa.madrid.org,direccion_nsgracia@telefonica.net,Privado Concertado,Secundaria
351,Madrid-Capital,28006019,CPR ES,PADRE PIQUER,"Calle Del Cañaveral, 96 ",Madrid,Tetuán,28029,913153947,913231744,cc.padrepiquer.madrid@educa.madrid.org,secretaria@padrepiquer.net,Privado Concertado,Secundaria
352,Madrid-Capital,28022505,CPR ES,PRIMERO DE MAYO,"Calle De Los Barros, 11 ",Madrid,Puente de Vallecas,28053,917858955,91 7853571,cc.primerodemayo.madrid@educa.madrid.org,secretaria@fundacionjosemariadellanos.es,Privado Concertado,Secundaria
353,Madrid-Capital,28020028,CPR ES,SANTA BARBARA,"Plaza De La Paja, 4 ",Madrid,Centro,28005,913652340,913669961,cc.santabarbara.madrid@educa.madrid.org,913652172@telefonica.net,Privado Concertado,Secundaria
354,Madrid-Capital,28033382,CPR ES,VALDECÁS,"Calle De Javier De Miguel, 17 ",Madrid,Puente de Vallecas,28018,914785675,-,cc.valdecas.madrid@educa.madrid.org,secretaria@valdecas.net,Privado Concertado,Secundaria
355,Madrid-Capital,28018061,CPR INF-PRI-SEC,AGORA,"Calle Del Marqués De Portugalete, 17 ",Madrid,Ciudad Lineal,28027,917421891,917421813,cc.agora.madrid@educa.madrid.org,secretaria@colegioagora.es,Privado Concertado,Secundaria
356,Madrid-Capital,28015392,CPR INF-PRI-SEC,AGRUPACION ESCOLAR EUROPA,"Calle De Miguel Solas, 12 ",Madrid,Villaverde,28021,917955158,917968513,cc.aeeuropa.madrid@educa.madrid.org,direccioneuropa19@gmail.com,Privado Concertado,Secundaria
357,Madrid-Capital,28019828,CPR INF-PRI-SEC,AGUSTINIANO,"Calle Del Pez Austral, 13 ",Madrid,Retiro,28007,915740000,-,cc.agustiniano.madrid@educa.madrid.org,secretaria@cagustiniano.com,Privado Concertado,Secundaria
358,Madrid-Este,28024915,CPR INF-PRI-SEC,ALBA,"Calle Manuel Sandoval, 26 ",Torrejón de Ardoz,-,28850,916566925,916566925,cc.alba.torrejondeardoz@educa.madrid.org,"jefedeestudios@colegioalba.com, direccion@colegioalba.com",Privado Concertado,Secundaria
359,Madrid-Sur,28041342,CPR INF-PRI-SEC,ALBANTA,"Calle De Mónaco, 6 ",Fuenlabrada,-,28943,916078371,916070039,cc.albanta.fuenlabrada@educa.madrid.org,direccion@colegioalbanta.com,Privado Concertado,Secundaria
360,Madrid-Sur,28042139,CPR INF-PRI-SEC,ALHUCEMA,"Avenida De Las Provincias, 51 ",Fuenlabrada,-,28941,916098087,-,cc.alhucema.fuenlabrada@educa.madrid.org,direccion@colegioalhucema.es,Privado Concertado,Secundaria
361,Madrid-Sur,28038562,CPR INF-PRI-SEC,ALKOR,"Avenida De Pablo Iglesias, S/n ",Alcorcón,-,28922,916437173,-,cc.alkor.alcorcon@educa.madrid.org,alkor@colegioalkor.com,Privado Concertado,Secundaria
362,Madrid-Sur,28038598,CPR INF-PRI-SEC,ALTAMIRA,"Calle Gerona, 4 ",Fuenlabrada,-,28945,916155866,-,cc.altamira.fuenlabrada@educa.madrid.org,direccion@colegioaltamira.com,Privado Concertado,Secundaria
363,Madrid-Sur,28001010,CPR INF-PRI-SEC,AMOR DE DIOS,"Plaza Santiago De Compostela, 1 ",Alcorcón,-,28924,916192117,916118527,cc.amordedios.alcorcon@educa.madrid.org,secretaria@amordedios-alcorcon.es,Privado Concertado,Secundaria
364,Madrid-Capital,28011246,CPR INF-PRI-SEC,AMOR DE DIOS,"Calle De Gutiérrez Canales, 15 ",Madrid,San Blas-Canillejas,28022,917410114,917415820,cc.amordedios.madrid@educa.madrid.org,AMORDIOSMAD@telefonica.net,Privado Concertado,Secundaria
365,Madrid-Capital,28011258,CPR INF-PRI-SEC,AMOR MISERICORDIOSO,"Paseo De San Francisco De Sales, 42 ",Madrid,Chamberí,28003,915332233,-,cc.amormisericordioso.madrid@educa.madrid.org,damct@planalfa.es,Privado Concertado,Secundaria
366,Madrid-Capital,28011261,CPR INF-PRI-SEC,AMOROS,"Calle De Gómez De Arteche, 28 ",Madrid,Carabanchel,28044,915111130,915083064,cc.amoros.madrid@educa.madrid.org,informacion@colegioamoros.org,Privado Concertado,Secundaria
367,Madrid-Sur,28074131,CPR INF-PRI-SEC,ANTANES SCHOOL,"Calle Parla, 4 B ",Leganés,-,28914,916486455,916486330,cc.antanesschool.leganes@educa.madrid.org,laura.lanzaco@antaneschool.com,Privado Concertado,Secundaria
368,Madrid-Oeste,28072272,CPR INF-PRI-SEC,ANTAVILLA SCHOOL,"Calle Real, 35 ",Villanueva del Pardillo,-,28229,918150022,918100141,cc.antavillaschool.villanuevadelpardillo@educa.madrid.org,secretaria@antavillaschool.com,Privado Concertado,Secundaria
369,Madrid-Sur,28001563,CPR INF-PRI-SEC,APOSTOL SANTIAGO,"Calle De Las Moreras, 217 ",Aranjuez,-,28300,918921200,918921009,cc.apostolsantiago.aranjuez@educa.madrid.org,SECRETARIA@CAS-ARANJUEZ.ORG,Privado Concertado,Secundaria
370,Madrid-Oeste,28044331,CPR INF-PRI-SEC,ARCADIA,"Calle Cetrería, 2 ",Villanueva de la Cañada,-,28690,918162322,918162376,cc.arcadia.villanuevadelacanada@educa.madrid.org,secretaria@colegioarcadia.es,Privado Concertado,Secundaria
371,Madrid-Capital,28010436,CPR INF-PRI-SEC,ASUNCION CUESTABLANCA,"Calle Asunción Cuestablanca, 11 ",Madrid,Hortaleza,28050,913020549,-,cc.asuncioncuestablanca.madrid@educa.madrid.org,-,Privado Concertado,Secundaria
372,Madrid-Capital,28012962,CPR INF-PRI-SEC,ASUNCION-VALLECAS,"Calle De Montseny, 25 ",Madrid,Puente de Vallecas,28038,914336991,915520042,cc.asuncionvallecas.madrid@educa.madrid.org,secretaria.asunvall@gmail.com,Privado Concertado,Secundaria
373,Madrid-Capital,28015550,CPR INF-PRI-SEC,AZORIN,"Calle De Arzúa, 28 ",Madrid,Hortaleza,28033,913821720,917630722,cc.azorin.madrid@educa.madrid.org,info@colegioazorin.com,Privado Concertado,Secundaria
374,Madrid-Sur,28023081,CPR INF-PRI-SEC,BALMES,"Calle Del Río Llobregat, 2 ",Móstoles,-,28935,916474159,-,cc.balmes.mostoles@educa.madrid.org,cc.balmes.mostoles@educa.madrid.org,Privado Concertado,Secundaria
375,Madrid-Capital,28006809,CPR INF-PRI-SEC,BEATA FILIPINA-FUND.FELICIANA VIERTOLA,"Calle De José De Cadalso, 50 ",Madrid,Latina,28044,917063021,917063021,cc.beatafilipina.madrid@educa.madrid.org,bfilipinaffv@planalfa.es,Privado Concertado,Secundaria
376,Madrid-Capital,28005131,CPR INF-PRI-SEC,BEATA MARIA ANA DE JESUS,"Calle De Guillermo De Osma, 10 ",Madrid,Arganzuela,28045,914735558,913545186,cc.beatamanadejesus.madrid@educa.madrid.org,bmajesus@planalfa.es,Privado Concertado,Secundaria
377,Madrid-Capital,28021690,CPR INF-PRI-SEC,BERNADETTE,"Calle De Santa Bernardita, 1 ",Madrid,Moncloa-Aravaca,28023,913071146,913070494,cc.bernadette.madrid@educa.madrid.org,secretaria@colegiobernadette.com,Privado Concertado,Secundaria
378,Madrid-Capital,28022414,CPR INF-PRI-SEC,BIENAVENTURADA VIRGEN MARIA,"Calle De Cullera, 17 ",Madrid,Latina,28047,914623372,915251742,cc.bienaventuradavmaria.madrid@educa.madrid.org,direccion@irlandesasmadrid.org,Privado Concertado,Secundaria
