,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO
2181,Madrid-Capital,28008016,CPR INF-PRI,LA MERCED,"Calle De Luis De Góngora, 5 ",Madrid,Centro,28004,915232299,915221430,cc.lamerced.madrid@educa.madrid.org,colegiolamerced@planalfa.es,Privado Concertado,Primaria
2182,Madrid-Capital,28012810,CPR INF-PRI,LA MILAGROSA,"Calle Del Puerto Del Monasterio, 35 ",Madrid,Puente de Vallecas,28018,667845183,914786412,cc.lamilagrosa.madrid@educa.madrid.org,alvaro.parra@milagrosamadrid.es,Privado Concertado,Primaria
2183,Madrid-Capital,28020041,CPR INF-PRI,LA SALLE-LA PALOMA-FUNDACION LARA,"Calle De La Paloma, 21 ",Madrid,Centro,28005,913641082,913651428,cc.nspaloma.madrid@educa.madrid.org,lapaloma@lasalle.es,Privado Concertado,Primaria
2184,Madrid-Sur,28003021,CPR INF-PRI,LICEO JUAN DE LA CIERVA I,"Calle Tarragona, 3 ",Getafe,-,28903,916830742,916830742,cc.liceojuancierva.getafe@educa.madrid.org,liceojuanciervagetafe@hotmail.com,Privado Concertado,Primaria
2185,Madrid-Capital,28008600,CPR INF-PRI,LICEO OROQUIETA,"Calle Del Sáhara, 79 ",Madrid,Villaverde,28041,917961495,917967558,cc.liceooroquieta.madrid@educa.madrid.org,liceooroquieta@yahoo.es,Privado Concertado,Primaria
2186,Madrid-Capital,28044872,CPR INF-PRI,LICEO ROSALES,"Calle De Ignacio Santos Viñuelas, 9 ",Madrid,Villaverde,28021,917982959,917976602,cc.liceorosales.madrid@educa.madrid.org,cc.liceorosales@hotmail.com,Privado Concertado,Primaria
2187,Madrid-Capital,28029159,CPR INF-PRI,LUIS FEITO,"Calle De Luis Feíto, 19 ",Madrid,Latina,28047,914623137,914623137,cc.luisfeito.madrid@educa.madrid.org,luisfeito@telefonica.net,Privado Concertado,Primaria
2188,Madrid-Capital,28012676,CPR INF-PRI,MARIA CRISTINA,"Calle De Antillón, 6 ",Madrid,Latina,28011,914643175,914630279,cc.mariacristina.madrid@educa.madrid.org,colegiomariacristina@gmail.com,Privado Concertado,Primaria
2189,Madrid-Sur,28003055,CPR INF-PRI,MENGUAL,"Calle Cuenca, 2 ",Getafe,-,28902,918656344,916827912,cc.mengual.getafe@educa.madrid.org,-,Privado Concertado,Primaria
2190,Madrid-Capital,28017339,CPR INF-PRI,NEBRIJA-ROSALES,"Calle De Carlos Domingo, 10-12 ",Madrid,Latina,28047,914650315,914657541,cc.nebrijarosales.madrid@educa.madrid.org,-,Privado Concertado,Primaria
2191,Madrid-Capital,28008296,CPR INF-PRI,NUESTRA SEÑORA DE FATIMA,"Calle De Alcalá, 292 ",Madrid,Ciudad Lineal,28027,913260455,-,cc.nsfatima.madrid@educa.madrid.org,correo@colegiodefatima.es,Privado Concertado,Primaria
2192,Madrid-Capital,28013279,CPR INF-PRI,NUESTRA SEÑORA DE LA MERCED,"Calle De Zaida, 87 ",Madrid,Carabanchel,28019,914727650,914722261,cc.nsdelamerced-carabanchel.madrid@educa.madrid.org,lamercedsandra@hotmail.com,Privado Concertado,Primaria
2193,Madrid-Capital,28008430,CPR INF-PRI,NUESTRA SEÑORA DE LA PAZ,"Calle De Valderribas, 37 ",Madrid,Retiro,28007,915528595,915529032,cc.nsdelapaz.madrid@educa.madrid.org,nspazm@planalfa.es,Privado Concertado,Primaria
2194,Madrid-Oeste,28002142,CPR INF-PRI,REGINA ASSUMPTA,"Calle De San Andrés, 11 ",Cercedilla,-,28470,918520313,-,cc.reginaassumpta.cercedilla@educa.madrid.org,rassumpta@planalfa.es,Privado Concertado,Primaria
2195,Madrid-Capital,28013826,CPR INF-PRI,SAGRADOS CORAZONES,"Calle De Pan Y Toros, 45 ",Madrid,Villaverde,28041,913172526,913172526,cc.sgdoscorazones.madrid@educa.madrid.org,scorazonesmad@planalfa.es,Privado Concertado,Primaria
2196,Madrid-Capital,28008995,CPR INF-PRI,SAN ANTONIO,"Calle De Bravo Murillo, 150 ",Madrid,Tetuán,28020,915339106,914560029,cc.sanantonio.madrid@educa.madrid.org,secretaria@sanantoniocap.com,Privado Concertado,Primaria
2197,Madrid-Este,28000224,CPR INF-PRI,SAN FELIPE NERI,"Calle San Felipe Neri, 4 ",Alcalá de Henares,-,28801,918881397,918881397,cc.sanfelipeneri.alcala@educa.madrid.org,sfelipealcala@yahoo.es,Privado Concertado,Primaria
2198,Madrid-Capital,28013966,CPR INF-PRI,SAN FERMIN,"Calle De La Estafeta, 17 ",Madrid,Usera,28041,917920535,914750587,cc.sanfermin.madrid@educa.madrid.org,-,Privado Concertado,Primaria
2199,Madrid-Capital,28007371,CPR INF-PRI,SAN LUIS-FELCA,"Calle De Dolores Barranco, 65 ",Madrid,Usera,28026,914758162,-,cc.sanluisfelca.madrid@educa.madrid.org,a.gomez@sanluisfelca.com,Privado Concertado,Primaria
2200,Madrid-Norte,28022918,CPR INF-PRI,SAN PABLO,"Calle San Pablo, S/n ",Miraflores de la Sierra,-,28792,918443579,918443579,cc.sanpablo.miraflores@educa.madrid.org,sanpabloms@planalfa.es,Privado Concertado,Primaria
2201,Madrid-Sur,28001538,CPR INF-PRI,SAN PASCUAL,"Calle Del Rey, 77-79 ",Aranjuez,-,28300,918911917,-,cc.sanpascual.aranjuez@educa.madrid.org,mtalonso@colegiosanpascual.com,Privado Concertado,Primaria
2202,Madrid-Capital,28009422,CPR INF-PRI,SAN RAFAEL ARCANGEL-SANTA LUISA,"Calle De Otero Y Delage, 105 ",Madrid,Fuencarral-El Pardo,28035,913161723,-,cc.sanrafael.madrid@educa.madrid.org,direccion@colegiosanrafaelsantaluisa.es,Privado Concertado,Primaria
2203,Madrid-Sur,28003171,CPR INF-PRI,SAN SEBASTIAN,"Travesia De Los Depósitos, 2 ",Getafe,-,28903,916955320,IDEM,cc.sansebastian.getafe@educa.madrid.org,c.c.sansebastian.colegio@gmail.com,Privado Concertado,Primaria
2204,Madrid-Capital,28017777,CPR INF-PRI,SANTA CRUZ,"Calle De Miguel Fleta, 7 ",Madrid,San Blas-Canillejas,28037,913040609,913270590,cc.santacruz.madrid@educa.madrid.org,info@colegiosantacruz.es,Privado Concertado,Primaria
2205,Madrid-Capital,28009495,CPR INF-PRI,SANTA ELIZABETH,"Calle De Viera Y Clavijo, 14 ",Madrid,Retiro,28007,915512615,915512615,cc.santaelizabeth.madrid@educa.madrid.org,cc.santaelizabeth.madrid@educa.madrid.org,Privado Concertado,Primaria
2206,Madrid-Capital,28011805,CPR INF-PRI,TRILEMA AVENIDA AMERICA,"Calle De Agustín Durán, 20 ",Madrid,Salamanca,28028,917256614,917250677,cc.dulcenombredejesus.madrid@educa.madrid.org,dirdnj@planalfa.es,Privado Concertado,Primaria
2207,Madrid-Capital,28013701,CPR INF-PRI,TRILEMA SAFA,"Calle De Mercedes Fórmica, 32 ",Madrid,Salamanca,28028,915733154,915733154,cc.sagradafamilia-salamanca.madrid@educa.madrid.org,sfamiliamadrid@fundaciontrilema.org,Privado Concertado,Primaria
2208,Madrid-Capital,28010060,CPR INF-PRI,VIRGEN DEL PILAR,"Calle De Melchor Fernández Almagro, 70 ",Madrid,Fuencarral-El Pardo,28029,917390277,917319621,cc.virgendelpilar.madrid@educa.madrid.org,vpilar@planalfa.es,Privado Concertado,Primaria
2209,Madrid-Capital,28032183,CPR INF-PRI,VIRGEN MILAGROSA,"Calle Del Mar De Coral, 3 ",Madrid,Hortaleza,28033,917638756,913820428,cc.virgenmilagrosa.madrid@educa.madrid.org,administracion@colegiovirgenmilagrosa.com,Privado Concertado,Primaria
2210,Madrid-Capital,28049602,CPR EE,ADEMO,"Calle De La Hacienda De Pavones, 328 ",Madrid,Moratalaz,28030,917723500,917721011,cc.fundacionademo.madrid@educa.madrid.org,colegio@fundacionademo.org,Privado Concertado,Primaria
2211,Madrid-Capital,28070688,CPR EE,AENILCE,"Calle De Dionisio Inca Yupanqui, 41 ",Madrid,Hortaleza,28043,914047770,-,cc.aenilce.madrid@educa.madrid.org,direccion@fundacionaenilce.org,Privado Concertado,Primaria
2212,Madrid-Capital,28012299,CPR EE,ALENTA,"Carretera Colmenar Viejo, K13,6 ",Madrid,Fuencarral-El Pardo,28049,917345138,917351572,cc.ipdoctorquinterolumbreras.madrid@educa.madrid.org,colegio@alenta.org,Privado Concertado,Primaria
2213,Madrid-Capital,28071681,CPR EE,ALEPH,"Calle De La Cueva De Montesinos, 49 ",Madrid,Fuencarral-El Pardo,28034,913004170,-,cc.aleph.madrid@educa.madrid.org,visa.alonso@aleph-tea.org,Privado Concertado,Primaria
2214,Madrid-Este,28069236,CPR EE,A.P.S.A.,"Calle Cóndor, 9-11 ",Arganda del Rey,-,28500,918711190,-,cc.apsa.arganda@educa.madrid.org,info@asociacionapsa.es,Privado Concertado,Primaria
2215,Madrid-Capital,28048269,CPR EE,ARAYA,"Calle De Ramón Power, 9 ",Madrid,Hortaleza,28043,913883722,913883722,cc.araya.madrid@educa.madrid.org,direccion@colegioaraya.org,Privado Concertado,Primaria
2216,Madrid-Capital,28060464,CPR EE,ATENPACE,"Calle De Las Islas Marquesas, 27 ",Madrid,Fuencarral-El Pardo,28035,913167446,913163215,cc.atenpace.madrid@educa.madrid.org,cee.direccion@atenpace.org,Privado Concertado,Primaria
2217,Madrid-Capital,28064226,CPR EE,AUCAVI,"Calle De Ricardo Ortiz, 29 ",Madrid,Ciudad Lineal,28017,913553755,911309723,cc.aucavi.madrid@educa.madrid.org,administracion@fundacionaucavi.org,Privado Concertado,Primaria
2218,Madrid-Sur,28076681,CPR EE,AUCAVI SUR,"Avenida De Las Arcos Del Agua, 3 ",Getafe,-,28905,913553755,911309723,cc.aucavisur.getafe@educa.madrid.org,administracion@fundacionaucavi.org,Privado Concertado,Primaria
2219,Madrid-Capital,28022426,CPR EE,BUENAFUENTE,"Calle Del Segre, 8 ",Madrid,Chamartín,28002,913205450,917422017,cc.buenafuente.madrid@educa.madrid.org,administracion@colegiobuenafuente.com,Privado Concertado,Primaria
2220,Madrid-Capital,28045736,CPR EE,CAMBRILS,"Avenida De Los Poblados, 151 ",Madrid,Carabanchel,28025,917388250,-,cc.cambrils.madrid@educa.madrid.org,info@colegiocambrils.es,Privado Concertado,Primaria
2221,Madrid-Capital,28074141,CPR EE,CARMEN FERNANDEZ-MIRANDA - FSDM,"Calle Memorial 11 De Marzo De 2004, 15 ",Madrid,Chamartín,28016,-,-,cc.carmenfernandezmiranda.madrid@educa.madrid.org,fsdm.escolar@downmadrid.org,Privado Concertado,Primaria
2222,Madrid-Capital,28060440,CPR EE,CENTRO BOBATH ESPAÑA,"Calle Del Mirador De La Reina, 115 ",Madrid,Fuencarral-El Pardo,28035,913767190,913763588,cc.centrobobath.madrid@educa.madrid.org,fundacionbobath@fundacionbobath.org,Privado Concertado,Primaria
2223,Madrid-Capital,28032134,CPR EE,CENTRO EDUCATIVO PONCE DE LEON,"Calle De Eduardo Barreiros, 6 ",Madrid,Usera,28041,913178441,913177715,cc.poncedeleon.madrid@educa.madrid.org,centro@ponceleon.org,Privado Concertado,Primaria
2224,Madrid-Capital,28021732,CPR EE,CENTRO NUEVO DE PEDAGOGIA,"Calle Del Tajo, 6 ",Madrid,Chamartín,28002,915635473,915635473,cc.centronuevodepedagogia.madrid@educa.madrid.org,cnpmadrid@yahoo.es,Privado Concertado,Primaria
2225,Madrid-Oeste,28059504,CPR EE,CEPRI,"Calle San Sebastián, 25 ",Majadahonda,-,28220,916387500,916346171,cc.cepri.majadahonda@educa.madrid.org,colegiocepridirecion@gmail.com,Privado Concertado,Primaria
2226,Madrid-Capital,28069558,CPR EE,CISEN,"Calle De La Virgen De Aránzazu, 5 ",Madrid,Fuencarral-El Pardo,28034,915638524,915638584,cc.cisen.madrid@educa.madrid.org,secretaria@fundacioncisen.com,Privado Concertado,Primaria
2227,Madrid-Capital,28010291,CPR EE,COLEGIO A LA PAR,"Calle De Monasterio De Las Huelgas, 15 ",Madrid,Fuencarral-El Pardo,28049,917355790,917355799,cc.ninojesusdelremedio.madrid@educa.madrid.org,secretaria.colegio@alapar.org,Privado Concertado,Primaria
2228,Madrid-Capital,28069534,CPR EE,COLEGIO GAUDEM,"Calle De La Playa De Barlovento, 14 ",Madrid,Barajas,28042,-,913010182,cc.laudem.madrid@educa.madrid.org,informacion@gaudem.es,Privado Concertado,Primaria
2229,Madrid-Capital,28021070,CPR EE,C.R.E. ANTONIO VICENTE MOSQUETE,Avenida Del Doctor García Tapia C/v A C/ Oberón ,Madrid,Moratalaz,28030,913535600,913535640,cc.vicentemosquete.madrid@educa.madrid.org,-,Privado Concertado,Primaria
2230,Madrid-Capital,28046856,CPR EE,EL DESPERTAR,"Calle De Adonis, 1 ",Madrid,Latina,28024,915188127,915188127,cc.eldespertar.madrid@educa.madrid.org,colegio@eldespertar.es,Privado Concertado,Primaria
2231,Madrid-Este,28077956,CPR EE,ESCUELAS PIAS PROFESIONALES-ALCALA DE HENARES,"Avenida Lope Figueroa, 27 ",Alcalá de Henares,-,28804,-,-,cc.escuelaspiasprofesionales.alcala@educa.madrid.org,-,Privado Concertado,Primaria
2232,Madrid-Capital,28021823,CPR EE,ESTUDIO 3,"Calle De Celanova, 2 ",Madrid,Fuencarral-El Pardo,28029,913071540,913071541,cc.estudio3.madrid@educa.madrid.org,colegioestudio3@afanias.org,Privado Concertado,Primaria
2233,Madrid-Capital,28034982,CPR EE,FUNDACION GÖTZE,"Carretera De Castilla, K.5 ",Madrid,Moncloa-Aravaca,28023,-,913078853,cc.fundaciongotze.madrid@educa.madrid.org,rlanza@fundaciongotze.org,Privado Concertado,Primaria
2234,Madrid-Oeste,28023893,CPR EE,GIL GAYARRE,"Carretera Majadahonda, K. 2 ",Pozuelo de Alarcón,-,28223,-,913525589,cc.gayarre.pozuelodealarcon@educa.madrid.org,fundacion@gilgayarre.org,Privado Concertado,Primaria
2235,Madrid-Capital,28057349,CPR EE,HOSPITAL INFANTIL SAN RAFAEL,"Avenida De Concha Espina, 32 ",Madrid,Chamartín,28036,915641656,915635005,sanrafael.colegio@hsjd.es,-,Privado Concertado,Primaria
2236,Madrid-Capital,28009276,CPR EE,INSTITUTO SAN JOSE,"Calle Del Pinar De San José, 98 ",Madrid,Carabanchel,28054,915080140,915083760,cc.institutosanjose.madrid@educa.madrid.org,colegiofisj@ohsjd.es,Privado Concertado,Primaria
2237,Madrid-Capital,28030711,CPR EE,LA PURISIMA,"Calle De Ricardo Ortiz, 29 ",Madrid,Ciudad Lineal,28017,917262805,913614212,cc.purisima.madrid@educa.madrid.org,purisima@planalfa.es,Privado Concertado,Primaria
2238,Madrid-Capital,28029718,CPR EE,LEO KANNER,"Calle De Peña Del Sol, 22 ",Madrid,Fuencarral-El Pardo,28034,917348195,911842696,cc.leokanner.madrid@educa.madrid.org,ceeleokanner@apna.es,Privado Concertado,Primaria
2239,Madrid-Capital,28016839,CPR EE,LOS ALAMOS,"Ronda Sur, 229 ",Madrid,Puente de Vallecas,28053,917863295,917869338,cc.losalamos.madrid@educa.madrid.org,director.pedagogico@asociacionsipuedo.org,Privado Concertado,Primaria
2240,Madrid-Capital,28012664,CPR EE,MARIA CORREDENTORA,"Calle De Luis De La Mata, 24 ",Madrid,Hortaleza,28042,917413838,917429576,cc.mariacorredentora.madrid@educa.madrid.org,secretaria@mariacorredentora.org,Privado Concertado,Primaria
2241,Madrid-Este,28071991,CPR EE,MARIA ISABEL ZULUETA,"Calle Manuel Azaña, 14 ",Rivas-Vaciamadrid,-,28521,-,914998372,cc.isabelzulueta.rivas@educa.madrid.org,colegiofsdm@downmadrid.org,Privado Concertado,Primaria
2242,Madrid-Sur,28028593,CPR EE,NUESTRA SEÑORA DE LA ESPERANZA,"Carretera De Toledo, K16,4 ",Getafe,-,28905,916815511,916815561,cc.nsdelaesperanza.getafe@educa.madrid.org,colegio@apanid.es,Privado Concertado,Primaria
2243,Madrid-Capital,28013449,CPR EE,NUESTRA SEÑORA DE LAS VICTORIAS,"Calle Muller, 25 ",Madrid,Tetuán,28039,915709172,915722758,cc.nsdelasvictorias.madrid@educa.madrid.org,colegionsvictorias@afanias.org,Privado Concertado,Primaria
2244,Madrid-Capital,28068906,CPR EE,NUMEN,"Calle De Tabatinga, 11 ",Madrid,San Blas-Canillejas,28027,917432191,917432554,cc.numen.madrid@educa.madrid.org,numen@fundacionnumen.org,Privado Concertado,Primaria
2245,Madrid-Capital,28057945,CPR EE,PAUTA,"Calle De Pobladura Del Valle, 13 ",Madrid,San Blas-Canillejas,28037,913135289,913066650,cc.pauta.madrid@educa.madrid.org,pauta@asociacionpauta.org,Privado Concertado,Primaria
2246,Madrid-Capital,28056485,CPR EE,PERIPATOS,"Calle De Las Clarisas, 16 ",Madrid,Carabanchel,28019,914710137,-,cc.peripatos.madrid@educa.madrid.org,centro.peripatos@gmail.com,Privado Concertado,Primaria
2247,Madrid-Norte,28033710,CPR EE,SAN FRANCISCO DE ASIS,"Calle De Los Mártires, S/n ",Buitrago del Lozoya,-,28730,918695307,918695307,cc.sanfranciscodeasis.buitrago@educa.madrid.org,colegiosanfranciscodeasis49@gmail.com,Privado Concertado,Primaria
2248,Madrid-Capital,28033291,CPR EE,TAO (CENTRO DE PEDAGOGIA TERAPEUTICA),"Calle Del Poeta Blas De Otero, 5 ",Madrid,Ciudad Lineal,28017,917242946,-,cc.tao.madrid@educa.madrid.org,colegio.tao@telefonica.net,Privado Concertado,Primaria
2249,Madrid-Este,28035020,CPR EE,VIRGEN DE LORETO ASTOR,"Calle Metano, 19 ",Torrejón de Ardoz,-,28850,916766283,916775982,cc.virgendeloreto.torrejondeardoz@educa.madrid.org,astor@astor-inlade.org,Privado Concertado,Primaria
2250,Madrid-Oeste,28022803,CPR EE,VIRGEN DE LOURDES,"Carretera M-516 (boadilla), K. 2 ",Majadahonda,-,28220,916383511,916385169,cc.virgendelourdes.majadahonda@educa.madrid.org,covilou@gmail.com,Privado Concertado,Primaria
2251,Madrid-Norte,28066089,CPR EE,VIRGEN DE NURIA,"Calle Anabel Segura, 12 ",Alcobendas,-,28108,916622498,916629073,cc.virgendenuria.alcobendas@educa.madrid.org,nuria.lopez@apsuria.org,Privado Concertado,Primaria
2252,Madrid-Capital,28066417,CPR ES,COLEGIO SAN FRANCISCO,"Calle De La Fortaleza, 2 ",Madrid,Fuencarral-El Pardo,28048,913761599,913761935,cc.sanfrancisco.madrid@educa.madrid.org,secretaria.cc.sanfrancisco.madrid@educa.madrid.org,Privado Concertado,Primaria
2253,Madrid-Capital,28008703,CPR ES,EL PORVENIR,"Calle De Bravo Murillo, 85 ",Madrid,Chamberí,28003,915331337,-,cc.elporvenir.madrid@educa.madrid.org,primaria.elporvenir@fliedner.org,Privado Concertado,Primaria
2254,Madrid-Capital,28007619,CPR ES,JESUS MARIA,"Calle De Los Hermanos García Noblejas, 68 ",Madrid,Ciudad Lineal,28037,913671660,913679204,cc.jesusmaria-clineal.madrid@educa.madrid.org,jesusmariam@planalfa.es,Privado Concertado,Primaria
2255,Madrid-Capital,28019300,CPR ES,MARIA INMACULADA,"Calle De Ríos Rosas, 35 ",Madrid,Chamberí,28003,914410628,913990637,cc.minmaculada-riosrosas.madrid@educa.madrid.org,minmaculadama@planalfa.es,Privado Concertado,Primaria
2256,Madrid-Capital,28027941,CPR ES,MARIA INMACULADA,"Calle De Fuencarral, 97 ",Madrid,Centro,28004,914489508,914939981,cc.minmaculada.madrid@educa.madrid.org,mirmad@planalfa.es,Privado Concertado,Primaria
2257,Madrid-Capital,28076344,CPR ES,NORTE JOVEN FUENCARRAL,"Calle De Ribadavia, 20 ",Madrid,Fuencarral-El Pardo,28029,917342398,917568851,cc.nortejovenfuencarral.madrid@educa.madrid.org,fpbasica@nortejoven.org,Privado Concertado,Primaria
2258,Madrid-Capital,28013140,CPR ES,NUESTRA SEÑORA DE GRACIA,"Paseo De Gigantes Y Cabezudos, 12-14 ",Madrid,Villaverde,28041,913173225,913182886,cc.nsgracia.madrid@educa.madrid.org,direccion_nsgracia@telefonica.net,Privado Concertado,Primaria
2259,Madrid-Capital,28006019,CPR ES,PADRE PIQUER,"Calle Del Cañaveral, 96 ",Madrid,Tetuán,28029,913153947,913231744,cc.padrepiquer.madrid@educa.madrid.org,secretaria@padrepiquer.net,Privado Concertado,Primaria
2260,Madrid-Capital,28022505,CPR ES,PRIMERO DE MAYO,"Calle De Los Barros, 11 ",Madrid,Puente de Vallecas,28053,917858955,91 7853571,cc.primerodemayo.madrid@educa.madrid.org,secretaria@fundacionjosemariadellanos.es,Privado Concertado,Primaria
2261,Madrid-Capital,28020028,CPR ES,SANTA BARBARA,"Plaza De La Paja, 4 ",Madrid,Centro,28005,913652340,913669961,cc.santabarbara.madrid@educa.madrid.org,913652172@telefonica.net,Privado Concertado,Primaria
2262,Madrid-Capital,28039657,CPR ES,SANTA ROSA DE LIMA,"Carretera De Canillas, 43 ",Madrid,Hortaleza,28043,913002420,913002420,cc.santarosadelima.madrid@educa.madrid.org,-,Privado Concertado,Primaria
2263,Madrid-Capital,28033382,CPR ES,VALDECÁS,"Calle De Javier De Miguel, 17 ",Madrid,Puente de Vallecas,28018,914785675,-,cc.valdecas.madrid@educa.madrid.org,secretaria@valdecas.net,Privado Concertado,Primaria
2264,Madrid-Capital,28018514,CPR FPE,AFUERA II,"Carrera De San Francisco, 11 ",Madrid,Centro,28005,913653863,-,cc.afuera2.madrid@educa.madrid.org,cafuera@hotmail.com,Privado Concertado,Primaria
2265,Madrid-Sur,28025324,CPR FPE,ARZOBISPO MORCILLO,"Calle Estrella De Elola, 10 ",Valdemoro,-,28341,918950116,918955326,cc.arzobispomorcillo.valdemoro@educa.madrid.org,ecamfp@ecamfp.es,Privado Concertado,Primaria
2266,Madrid-Este,28033473,CPR FPE,CENTRO DE ESTUDIOS PROFESIONALES (C.E.P.),"Calle Lope De Vega, 1 ",Alcalá de Henares,-,28805,918881475,918777454,cc.cep.alcala@educa.madrid.org,cep@centrocep.es,Privado Concertado,Primaria
2267,Madrid-Sur,28075054,CPR FPE,CENTRO DE FORMACION EN PROFESIONES BIOSANITARIAS HM HOSPITALES,"Plaza Del Sol, 30 ",Móstoles,-,28938,918263009,916034717,cc.hmbiosanitarias.mostoles@educa.madrid.org,formacionhm@mail.hmhospitales.com,Privado Concertado,Primaria
2268,Madrid-Este,28080360,CPR FPE,CENTRO DE FORMACION EN PROFESIONES BIOSANITARIAS HM HOSPITALES,"Calle Mariano Fortuny, 4 ",Rivas-Vaciamadrid,-,28522,-,-,cc.hmbiosanitarias.rivas@educa.madrid.org,-,Privado Concertado,Primaria
2269,Madrid-Oeste,28075042,CPR FPE,CENTRO DE FORMACION EN PROFESIONES BIOSANITARIAS HM HOSPITALES,"Avenida De Montepríncipe, 25 ",Boadilla del Monte,-,28660,917089900,912113531,cc.hmbiosanitarias-monteprincipe.boadilla@educa.madrid.org,docencia.monteprincipe@mail.hmhospitales.com,Privado Concertado,Primaria
2270,Madrid-Norte,28060506,CPR FPE,CENTRO DE HUMANIZACION DE LA SALUD,"Calle Sector Escultores, 39 ",Tres Cantos,-,28760,912299939,918040033,cc.centrohumanizacionsalud.trescantos@educa.madrid.org,fprofesional@humanizar.es,Privado Concertado,Primaria
2271,Madrid-Capital,28074220,CPR FPE,C.E.S. FUENCARRAL,"Calle De Labastida, 13 ",Madrid,Fuencarral-El Pardo,28034,917292862,913580783,cc.cesfuencarral.madrid@educa.madrid.org,info@cesfuencarral.com,Privado Concertado,Primaria
2272,Madrid-Norte,28049031,CPR FPE,EFA VALDEMILANOS,"Calle De Los Ganaderos, 1 ",Colmenar Viejo,-,28770,918458337,918462868,cc.efavaldemilanos.colmenarviejo@educa.madrid.org,efa-valdemilanos@efa-centro.org,Privado Concertado,Primaria
2273,Madrid-Capital,28060786,CPR FPE,ESCUELA EUROPEA AYUDANTES DE DIRECCION,"Calle De Juan Bravo, 69 ",Madrid,Salamanca,28006,914115320,-,admin@stcc.es,cc.eeayudantesdireccion.madrid@educa.madrid.org,Privado Concertado,Primaria
2274,Madrid-Capital,28032018,CPR FPE,ESCUELA POLITECNICA GINER,"Calle De Maqueda, 8 ",Madrid,Latina,28024,915181377,917110531,cc.epginer.madrid@educa.madrid.org,director@escuelaginer.com,Privado Concertado,Primaria
2275,Madrid-Capital,28020399,CPR FPE,ESCUELA PROFESIONAL JAVERIANA,"Calle De Alberto Aguilera, 8 ",Madrid,Chamberí,28015,914457350,914474425,cc.epjaveriana.madrid@educa.madrid.org,epjaverianam@planalfa.es,Privado Concertado,Primaria
2276,Madrid-Capital,28049614,CPR FPE,FUNDACION TOMILLO,"Calle De Albuñuelas, 13-15 ",Madrid,Usera,28041,917239353,-,cc.fundaciontomillo.madrid@educa.madrid.org,diana.santos@tomillo.org,Privado Concertado,Primaria
2277,Madrid-Capital,28018563,CPR FPE,GONZALEZ CAÑADAS,"Calle De Fuencarral, 95 ",Madrid,Centro,28004,914489500,-,cc.gonzalezcanadas.madrid@educa.madrid.org,info@gonzalezcanadas.com,Privado Concertado,Primaria
2278,Madrid-Capital,28032110,CPR FPE,HEASE,"Calle De La Plata, 6 ",Madrid,Villaverde,28021,917977610,917975594,cc.hease.madrid@educa.madrid.org,cenhease@centrohease.com,Privado Concertado,Primaria
2279,Madrid-Sur,28025877,CPR FPE,INGLAN,"Calle De La Paloma, 5 ",Getafe,-,28904,916951369,916818061,cc.inglan.getafe@educa.madrid.org,secretaria@cfpinglan.com,Privado Concertado,Primaria
2280,Madrid-Capital,28022578,CPR FPE,JOSE RAMON OTERO,"Calle De Francisco Brizuela, 1 ",Madrid,Latina,28011,914635593,914644276,cc.joseramonotero.madrid@educa.madrid.org,secretaria.fp@jrotero.es,Privado Concertado,Primaria
2281,Madrid-Sur,28039529,CPR FPE,JUAN XXIII,"Calle Nueva, 2 ",Alcorcón,-,28921,916438326,916438326,cc.juanxxiii.alcorcon@educa.madrid.org,info@juanxxiii.net,Privado Concertado,Primaria
2282,Madrid-Sur,28049547,CPR FPE,LA MILAGROSA,"Plaza De Turia, 8 ",Móstoles,-,28935,916474451,916474054,cc.lamilagrosa.mostoles@educa.madrid.org,secretaria@lamilagrosaformacion.es,Privado Concertado,Primaria
2283,Madrid-Este,28072296,CPR FPE,LAS NAVES SALESIANOS ALCALA,"Calle Río Tajuña, 2 ",Alcalá de Henares,-,28803,918816939,918823615,cc.lasnavessalesianos.alcala@educa.madrid.org,lasnaves@salesianosalcala.com,Privado Concertado,Primaria
2284,Madrid-Capital,28074281,CPR FPE,NELSON,"Calle De Donoso Cortés, 61 ",Madrid,Chamberí,28015,646265852,915495147,cc.nelson.madrid@educa.madrid.org,direccion@centronelson.org,Privado Concertado,Primaria
2285,Madrid-Sur,28002208,CPR FPE,SAN JUAN DE DIOS,"Avenida De San Juan De Dios, 1 ",Ciempozuelos,-,28350,918015650,918930275,cc.sanjuandedios.ciempozuelos@educa.madrid.org,ciempozuelos.fp@sjd.es,Privado Concertado,Primaria
2286,Madrid-Capital,28022323,CPR FPE,TEIDE II,"Calle Mayor, 49 ",Madrid,Centro,28013,915483931,913487658,cc.teideii.madrid@educa.madrid.org,TEIDE2@teideformacion.com,Privado Concertado,Primaria
2287,Madrid-Capital,28009884,CPR FPE,TEIDE IV,"Calle De Alcalá, 339 ",Madrid,Ciudad Lineal,28027,914087311,914080451,cc.teideiv.madrid@educa.madrid.org,direccion@teideformacion.com,Privado Concertado,Primaria
