,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO,latitudes,longitudes,calle
2315,Madrid-Este,28000479,CPR INF-PRI-SEC,CALASANZ,"Calle Santiago, 29 ",Alcalá de Henares,-,28801,918892900,918771836,cc.calasanz.alcala@educa.madrid.org,colegio@calasanzalcala.com,Privado Concertado,Primaria,40.6185753,-4.0345708,"Calle Santiago, 29 "
2316,Madrid-Capital,28011477,CPR INF-PRI-SEC,CARDENAL SPINOLA,"Calle Del Cardenal Marcelo Spinola, 34 ",Madrid,Chamartín,28016,913022040,-,cc.cardenalespinola.madrid@educa.madrid.org,direccion@cardenalspinolamadrid.es,Privado Concertado,Primaria,40.4672337,-3.6722714,"Calle Del Cardenal Marcelo Spinola, 34 "
2317,Madrid-Capital,28020156,CPR INF-PRI-SEC,CASA DE LA VIRGEN,"Calle De La Virgen Del Val, 1 ",Madrid,Ciudad Lineal,28027,914041788,913269087,cc.casadelavirgen.madrid@educa.madrid.org,secretaria.colegio@casadelavirgen.es,Privado Concertado,Primaria,40.4399099,-3.6501655,"Calle De La Virgen Del Val, 1 "
2318,Madrid-Sur,28034994,CPR INF-PRI-SEC,CASTILLA,"Calle Iglesia, 1 ",Torrejón de la Calzada,-,28991,918160318,918160287,cc.castilla.torrejondelacalzada@educa.madrid.org,castilla@colegiocastilla.com,Privado Concertado,Primaria,40.81665995,-3.601759918634868,"Calle Iglesia, 1 "
2319,Madrid-Oeste,28064184,CPR INF-PRI-SEC,CASVI-BOADILLA,"Calle Miguel Ángel Cantero Oliva, 13 ",Boadilla del Monte,-,28660,916329653,916164410, cc.casvi.boadilla@educa.madrid.org,info@casviboadilla.es,Privado Concertado,Primaria,40.4123984,-3.8927844,"Calle Miguel Ángel Cantero Oliva, 13 "
2320,Madrid-Capital,28015094,CPR INF-PRI-SEC,CENTRO CULTURAL ELFO,"Calle Del Elfo, 74 ",Madrid,Ciudad Lineal,28027,913673653,914081287,cc.elfo.madrid@educa.madrid.org,cooperativaelfo@colegioelfo.com,Privado Concertado,Primaria,40.4360479,-3.6451126,"Calle Del Elfo, 74 "
2321,Madrid-Capital,28019142,CPR INF-PRI-SEC,CENTRO CULTURAL PALOMERAS,"Calle De Luis Marín, S/n ",Madrid,Puente de Vallecas,28038,917863865,917863865,cc.centroculturalpalomeras.madrid@educa.madrid.org,info@colegiocentroculturalpalomeras.es,Privado Concertado,Primaria,N/A,N/A,Calle De Luis Marín  
2322,Madrid-Capital,28016271,CPR INF-PRI-SEC,CENTRO CULTURAL SALMANTINO,"Calle Del Puerto De Pajares, 6 ",Madrid,Puente de Vallecas,28053,914786571,914786571,cc.salmantino.madrid@educa.madrid.org,carlosccs@planalfa.es,Privado Concertado,Primaria,40.4632822,-3.4852246,"Calle Del Puerto De Pajares, 6 "
2323,Madrid-Sur,28040623,CPR INF-PRI-SEC,CENTRO EDUCATIVO LA AMISTAD,"Calle De Sevilla, 10 ",Fuenlabrada,-,28941,916153789,911165984,cc.laamistad.fuenlabrada@educa.madrid.org,colegiolaamistad@hotmail.es,Privado Concertado,Primaria,40.291358599999995,-3.7963503974481316,"Calle De Sevilla, 10 "
2324,Madrid-Capital,28062497,CPR INF-PRI-SEC,CENTRO EDUCATIVO PONCE DE LEON,"Calle De Eduardo Barreiros, 6 ",Madrid,Usera,28041,913178441,913177715,cc.ipsponcedeleon.madrid@educa.madrid.org,-,Privado Concertado,Primaria,40.3723825,-3.697557680027841,"Calle De Eduardo Barreiros, 6 "
2325,Madrid-Oeste,28041287,CPR INF-PRI-SEC,CENTRO EDUCATIVO PUNTA GALEA,"Calle Playa Del Sardinero, 1 ","Rozas de Madrid, Las",-,28290,916302641,916302955,cc.puntagalea.lasrozas@educa.madrid.org,cepg@colegio-puntagalea.com,Privado Concertado,Primaria,40.4422922,-3.8824755,"Calle Playa Del Sardinero, 1 "
2326,Madrid-Sur,28001046,CPR INF-PRI-SEC,CENTRO EDUCATIVO VILLA DE ALCORCON,"Calle De Madrid, 12 ",Alcorcón,-,28921,916438329,916448058,cc.villadealcorcon.alcorcon@educa.madrid.org,villadealcorcon@villadealcorcon.com,Privado Concertado,Primaria,40.4625029,-3.479261,"Calle De Madrid, 12 "
2327,Madrid-Oeste,28041895,CPR INF-PRI-SEC,CENTRO EDUCATIVO ZOLA,"Calle Valle Del Roncal (urb. La Mocha Chica), 57 ",Villanueva de la Cañada,-,28692,918151512,-,cc.zola.villanuevadelacanada@educa.madrid.org,secretaria@colegiozola.com,Privado Concertado,Primaria,N/A,N/A,"Calle Valle Del Roncal (urb. La Mocha Chica), 57 "
2328,Madrid-Norte,28036450,CPR INF-PRI-SEC,CENTRO IBN GABIROL COLEGIO ESTRELLA TOLEDANO,"Paseo De Alcobendas, 7 ",Alcobendas,-,28109,916501229,-,cc.ibngabirol.alcobendas@educa.madrid.org,ibngabirol@ibngabirol.com,Privado Concertado,Primaria,40.527036,-3.6277739,"Paseo De Alcobendas, 7 "
2329,Madrid-Capital,28020120,CPR INF-PRI-SEC,CHAMBERI,"Calle De Rafael Calvo, 12 ",Madrid,Chamberí,28010,914456250,914440340,cc.chamberi.madrid@educa.madrid.org,direccion@chamberi.es,Privado Concertado,Primaria,40.4339847,-3.6932076,"Calle De Rafael Calvo, 12 "
2330,Madrid-Capital,28011593,CPR INF-PRI-SEC,CIUDAD DE LOS MUCHACHOS,"Calle De Santa Marta, 15 ",Madrid,Puente de Vallecas,28038,914342030,915017177,cc.ciudaddelosmuchachos.madrid@educa.madrid.org,direccion@ciudaddelosmuchachos.com,Privado Concertado,Primaria,40.4024393,-3.6620786,"Calle De Santa Marta, 15 "
2331,Madrid-Este,28072211,CPR INF-PRI-SEC,CIUDAD EDUCATIVA MUNICIPAL HIPATIA-FUHEM,"Avenida Ocho De Marzo, 1 ",Rivas-Vaciamadrid,-,28523,917139700,917139701,cc.hipatiafuhem.rivas@educa.madrid.org,secretaria@colegiohipatia.fuhem.es,Privado Concertado,Primaria,40.3788139,-3.5401613,"Avenida Ocho De Marzo, 1 "
2332,Madrid-Sur,28032870,CPR INF-PRI-SEC,CIUDADESCUELA MUCHACHOS,"Avenida Doctor Fleming, 3 ",Leganés,-,28912,916938041,916938041,cc.cemu.leganes@educa.madrid.org,-,Privado Concertado,Primaria,40.5667926,-4.2857671,"Avenida Doctor Fleming, 3 "
2333,Madrid-Capital,28015148,CPR INF-PRI-SEC,CLARET,"Calle De Corazón De María, 1 ",Madrid,Chamartín,28002,914152154,914167092,cc.claret.madrid@educa.madrid.org,colegio@claretmadrid.es,Privado Concertado,Primaria,N/A,N/A,"Calle De Corazón De María, 1 "
2334,Madrid-Capital,28069251,CPR INF-PRI-SEC,COLEGIO ABACO,"Avenida De La Peseta, 8 ",Madrid,Latina,28054,915114064,915081150,cc.abaco.madrid@educa.madrid.org,director@colegio-abaco.com,Privado Concertado,Primaria,40.3623922,-3.7539843,"Avenida De La Peseta, 8 "
2335,Madrid-Capital,28037983,CPR INF-PRI-SEC,COLEGIO ADDIS,"Calle Vieja De Pinto, 15 ",Madrid,Villaverde,28021,917970422,-,cc.addis.madrid@educa.madrid.org,direccion@colegioaddis.es,Privado Concertado,Primaria,40.3474763,-3.7087305,"Calle Vieja De Pinto, 15 "
2336,Madrid-Este,28070883,CPR INF-PRI-SEC,COLEGIO ALBORADA,"Calle Alejo Carpentier, 27 ",Alcalá de Henares,-,28806,918301912,918303515,cc.alborada.alcala@educa.madrid.org,info@colegioalborada.es,Privado Concertado,Primaria,40.4950219,-3.3720705,"Calle Alejo Carpentier, 27 "
2337,Madrid-Sur,28025695,CPR INF-PRI-SEC,COLEGIO ALCALA,"Calle Alférez Luis Martín Vidales, 1 ",Villaviciosa de Odón,-,28670,916160203,916160694,cc.alcala.villaviciosa@educa.madrid.org,info@colegioalcala.es,Privado Concertado,Primaria,N/A,N/A,"Calle Alférez Luis Martín Vidales, 1 "
2338,Madrid-Este,28032811,CPR INF-PRI-SEC,COLEGIO ANA PELLEGRINI,"Calle Santander, 1 ",Alcalá de Henares,-,28804,918894642,918836981,cc.anapellegrini.alcala@educa.madrid.org,-,Privado Concertado,Primaria,40.62546535,-4.034544385713242,"Calle Santander, 1 "
2339,Madrid-Este,28070895,CPR INF-PRI-SEC,COLEGIO ANTAMIRA,"Calle Los Cuadros, S/n ",Paracuellos de Jarama,-,28860,916672707,916672711,cc.antamira.paracuellos@educa.madrid.org,info@colegioantamira.com,Privado Concertado,Primaria,N/A,N/A,Calle Los Cuadros  
2340,Madrid-Sur,28072168,CPR INF-PRI-SEC,COLEGIO AQUILA,"Calle Planeta Júpiter, 2 ",Parla,-,28983,914240913,914241464,cc.aquila.parla@educa.madrid.org,info@colegioaquila.es,Privado Concertado,Primaria,40.2186792,-3.7560899,"Calle Planeta Júpiter, 2 "
2341,Madrid-Sur,28072156,CPR INF-PRI-SEC,COLEGIO ARENALES ARROYOMOLINOS,"Calle De La Guardia C/v C/ Coruña, S/n ",Arroyomolinos,-,28939,916688289,-,cc.arenales.arroyomolinos@educa.madrid.org,info@colegioarenales.es,Privado Concertado,Primaria,N/A,N/A,Calle De La Guardia C/v C/ Coruña  
2342,Madrid-Capital,28073151,CPR INF-PRI-SEC,COLEGIO ARENALES CARABANCHEL,"Avenida De Los Poblados, 151 ",Madrid,Carabanchel,28025,912250610,911984558,cc.arenales-carabanchel.madrid@educa.madrid.org,carabanchel@colegioarenales.es,Privado Concertado,Primaria,40.3733863,-3.7418671,"Avenida De Los Poblados, 151 "
2343,Madrid-Capital,28067318,CPR INF-PRI-SEC,COLEGIO ARTICA,"Calle De Los Morales, 25 ",Madrid,Carabanchel,28054,915112615,914006071,cc.artica.madrid@educa.madrid.org,secretaria.artica@jrotero.es,Privado Concertado,Primaria,40.3621009,-3.7561193,"Calle De Los Morales, 25 "
2344,Madrid-Norte,28067434,CPR INF-PRI-SEC,COLEGIO ARULA,"Calle De Alcalá (alalpardo), 23 ",Valdeolmos-Alalpardo,-,28130,916205198,916202875,cc.arula.valdeolmos@educa.madrid.org,info@colegioarula.com,Privado Concertado,Primaria,40.6379803,-3.4539374,"Calle De Alcalá (alalpardo), 23 "
2345,Madrid-Oeste,28065784,CPR INF-PRI-SEC,COLEGIO CAUDE,"Calle Barco, 2 ",Majadahonda,-,28222,916028022,916029238,cc.caude.majadahonda@educa.madrid.org,info@colegiocaude.com,Privado Concertado,Primaria,41.0049552,-3.6724324,"Calle Barco, 2 "
2346,Madrid-Capital,28072132,CPR INF-PRI-SEC,COLEGIO CEU SAN PABLO EN SANCHINARRO,"Avenida Del Ingeniero Emilio Herrera, 45 ",Madrid,Hortaleza,28050,913923440,-,cc.ceusanchinarro.madrid@educa.madrid.org,info.sanchinarro@ceu.es,Privado Concertado,Primaria,40.4878648,-3.6575436,"Avenida Del Ingeniero Emilio Herrera, 45 "
2347,Madrid-Este,28073148,CPR INF-PRI-SEC,COLEGIO CHESTERTON,"Calle Luxemburgo, 1 ",Meco,-,28880,918876207,-,cc.chesterton.meco@educa.madrid.org,secretaria@colegiochesterton.es,Privado Concertado,Primaria,40.4809193,-3.3853247,"Calle Luxemburgo, 1 "
2348,Madrid-Capital,28022566,CPR INF-PRI-SEC,COLEGIO DE JESUS,"Calle Del Timón, 18 ",Madrid,Barajas,28042,917477022,-,cc.colegiodejesus.madrid@educa.madrid.org,colegiodejesus@colegiosfec.com,Privado Concertado,Primaria,40.4723473,-3.587221,"Calle Del Timón, 18 "
2349,Madrid-Capital,28005799,CPR INF-PRI-SEC,COLEGIO DIOCESANO MARIA INMACULADA - JOAQUIN TURINA,"Calle De Joaquín Turina, 62 ",Madrid,Carabanchel,28044,915092950,917051461,cc.mariainmaculadacarabanchel.madrid@educa.madrid.org,colegiojoaquinturina@fmariainmaculada.org,Privado Concertado,Primaria,40.3718256,-3.756148,"Calle De Joaquín Turina, 62 "
2350,Madrid-Capital,28005787,CPR INF-PRI-SEC,COLEGIO DIOCESANO MARIA INMACULADA - MOGAMBO,"Calle De Mogambo, 5 ",Madrid,Puente de Vallecas,28018,917774651,917850880,cc.mariainmaculada.madrid@educa.madrid.org,colegiomogambo@fmariainmaculada.org,Privado Concertado,Primaria,40.3796619,-3.6541077,"Calle De Mogambo, 5 "
2351,Madrid-Sur,28064846,CPR INF-PRI-SEC,COLEGIO EL CATON,"Calle Ronda De Zaragoza, S/n ",Torrejón de Velasco,-,28990,918124344,918161953,cc.elcaton.torrejondevelasco@educa.madrid.org,info@colegioelcaton.com,Privado Concertado,Primaria,N/A,N/A,Calle Ronda De Zaragoza  
2352,Madrid-Capital,28009781,CPR INF-PRI-SEC,COLEGIO ESCUELAS SANTISIMO SACRAMENTO,"Calle De María Auxiliadora, 9 ",Madrid,Moncloa-Aravaca,28040,914598763,913110735,cc.santisimosacramento.madrid@educa.madrid.org,titulardehesa@salesianas.org,Privado Concertado,Primaria,40.4579886,-3.716091,"Calle De María Auxiliadora, 9 "
2353,Madrid-Capital,28072144,CPR INF-PRI-SEC,COLEGIO ESTUDIANTES LAS TABLAS,"Calle De Fromista, 1 ",Madrid,Fuencarral-El Pardo,28050,918250075,916353597,cc.estudianteslastablas.madrid@educa.madrid.org,info@colegioestudiantes.edu.es,Privado Concertado,Primaria,40.50921175,-3.6790828942425824,"Calle De Fromista, 1 "
2354,Madrid-Capital,28069285,CPR INF-PRI-SEC,COLEGIO GAUDEM,"Calle De La Playa De Barlovento, 14 ",Madrid,Barajas,28042,913886477,913010182,cc.gaudem.madrid@educa.madrid.org,informacion@gaudem.es,Privado Concertado,Primaria,40.4740112,-3.5952198,"Calle De La Playa De Barlovento, 14 "
2355,Madrid-Oeste,28067410,CPR INF-PRI-SEC,COLEGIO HELADE,"Calle De Severo Ochoa, 6 ",Boadilla del Monte,-,28660,916338062,916338813,cc.helade.boadilla@educa.madrid.org,secretaria@colegiohelade.es,Privado Concertado,Primaria,40.2122745,-3.5781369,"Calle De Severo Ochoa, 6 "
2356,Madrid-Capital,28011775,CPR INF-PRI-SEC,COLEGIO INSTITUCION DEL DIVINO MAESTRO,"Calle De San Vicente Ferrer, 82 ",Madrid,Centro,28015,915329123,915213197,cc.instituciondivinomaestro.madrid@educa.madrid.org,idmaestro@alfaexpress.net,Privado Concertado,Primaria,40.4262002,-3.708378,"Calle De San Vicente Ferrer, 82 "
2357,Madrid-Capital,28064202,CPR INF-PRI-SEC,COLEGIO INTERNACIONAL J.H. NEWMAN,"Avenida De Guadalajara, 28-32 ",Madrid,San Blas-Canillejas,28032,917609184,913135739,cc.jhnewman.madrid@educa.madrid.org,secretaria@colegionewman.org,Privado Concertado,Primaria,40.4201624,-3.6184075,"Avenida De Guadalajara, 28-32 "
2358,Madrid-Oeste,28061298,CPR INF-PRI-SEC,COLEGIO INTERNACIONAL KOLBE,"Avenida Universidad, 4 ",Villanueva de la Cañada,-,28691,918117681,918117684,cc.kolbe.villanuevadelacanada@educa.madrid.org,secretaria@colegiokolbe.com,Privado Concertado,Primaria,40.4501414,-3.9838328,"Avenida Universidad, 4 "
2359,Madrid-Capital,28015136,CPR INF-PRI-SEC,COLEGIO INTERNACIONAL NICOLI,"Paseo De Eduardo Dato, 4 ",Madrid,Chamberí,28010,913082030,-,cc.gnicoli.madrid@educa.madrid.org,-,Privado Concertado,Primaria,40.4323324,-3.6973169,"Paseo De Eduardo Dato, 4 "
2360,Madrid-Sur,28070871,CPR INF-PRI-SEC,COLEGIO JUAN PABLO II,"Calle Democracia, S/n ",Alcorcón,-,28922,916430950,916434241,cc.juanpabloII.alcorcon@educa.madrid.org,-,Privado Concertado,Primaria,40.3302804,-3.8217756,Calle Democracia  
2361,Madrid-Sur,28075637,CPR INF-PRI-SEC,COLEGIO JUAN PABLO II,"Avenida De Las Estrellas (pau 4 Bis Residencial Este), 45-47 ",Parla,-,28983,911610055,-,cc.juanpablosegundo.parla@educa.madrid.org,"colegioparla@educatioservanda.org, informacion@juanpablosegundoparla.es",Privado Concertado,Primaria,N/A,N/A,"Avenida De Las Estrellas (pau 4 Bis Residencial Este), 45-47 "
2362,Madrid-Oeste,28003444,CPR INF-PRI-SEC,COLEGIO JUAN PABLO II Y LA INMACULADA,"Calle De Recaredo Collar, 2 ",Guadarrama,-,28440,918540118,918542849,cc.lainmaculada.guadarrama@educa.madrid.org,secretaria@juanpablosegundoguadarrama.es,Privado Concertado,Primaria,N/A,N/A,"Calle De Recaredo Collar, 2 "
2363,Madrid-Sur,28074086,CPR INF-PRI-SEC,COLEGIO LA DEHESA DE HUMANES,"Avenida De Los Deportes, 8 ",Humanes de Madrid,-,28970,916049002,-,cc.santoangelladehesa.humanes@educa.madrid.org,direcciongeneral@santoangelhumanes.es,Privado Concertado,Primaria,40.2479298,-3.8255899,"Avenida De Los Deportes, 8 "
2364,Madrid-Capital,28013048,CPR INF-PRI-SEC,COLEGIO LA MILAGROSA,"Calle De Monseñor Oscar Romero, 54 ",Madrid,Carabanchel,28025,914623066,914623133,cc.lamilagrosa-carabanchel.madrid@educa.madrid.org,lamilagrosamadrid@planalfa.es,Privado Concertado,Primaria,40.3806854,-3.7418865,"Calle De Monseñor Oscar Romero, 54 "
2365,Madrid-Capital,28013851,CPR INF-PRI-SEC,COLEGIO LA SALLE SAN RAFAEL,"Calle De Fernando El Católico, 49 ",Madrid,Chamberí,28015,915447395,915432703,cc.lasallesanrafael.madrid@educa.madrid.org,sanrafael_sar.ma@lasalle.es,Privado Concertado,Primaria,40.4341538,-3.7127351,"Calle De Fernando El Católico, 49 "
2366,Madrid-Sur,28067859,CPR INF-PRI-SEC,COLEGIO LITTERATOR,"Calle Del Patrimonio Mundial, 5 ",Aranjuez,-,28300,918927139,918927131,cc.litterator.aranjuez@educa.madrid.org,direccion@colegiolitterator.com,Privado Concertado,Primaria,40.06137725,-3.6074859327521445,"Calle Del Patrimonio Mundial, 5 "
2367,Madrid-Este,28067422,CPR INF-PRI-SEC,COLEGIO MIRAMADRID,"Avenida De Juan Pablo Ii, S/n ",Paracuellos de Jarama,-,28860,912688787,912688588,cc.miramadrid.paracuellos@educa.madrid.org,info@colegiomiramadrid.es,Privado Concertado,Primaria,40.5055488,-3.5193631,Avenida De Juan Pablo Ii  
2368,Madrid-Oeste,28070858,CPR INF-PRI-SEC,COLEGIO MONTESCLAROS,"Carretera M-608, K. 31 ","Boalo, El",-,28412,918420269,918420289,cc.montesclaros.elboalo@educa.madrid.org,info@colegiomontesclaros.es,Privado Concertado,Primaria,40.6997561,-3.9310663,"Carretera M-608, K. 31 "
2369,Madrid-Sur,28070159,CPR INF-PRI-SEC,COLEGIO NOBELIS,"Calle María Zambrano, S/n ",Valdemoro,-,28341,918658125,918658108,cc.nobelis.valdemoro@educa.madrid.org,direccion@colegionobelis.com,Privado Concertado,Primaria,40.2321369,-3.7775851,Calle María Zambrano  
2370,Madrid-Sur,28069418,CPR INF-PRI-SEC,COLEGIO NOVA HISPALIS,"Avenida Dos De Mayo, 4 ",Sevilla la Nueva,-,28609,918128291,911230617,cc.novahispalis.sevilla@educa.madrid.org,secretaria@colegionovahispalis.com,Privado Concertado,Primaria,40.342874,-4.0305352,"Avenida Dos De Mayo, 4 "
2371,Madrid-Capital,28016694,CPR INF-PRI-SEC,COLEGIO NUESTRA SEÑORA DE LORETO FESD,"Calle Del Príncipe De Vergara, 42 ",Madrid,Salamanca,28001,915765008,915772838,cc.nsdeloreto.madrid@educa.madrid.org,secretaria.loretomadrid@fesd.es,Privado Concertado,Primaria,40.42835315,-3.6790890779820087,"Calle Del Príncipe De Vergara, 42 "
2372,Madrid-Capital,28007309,CPR INF-PRI-SEC,COLEGIO NUEVO EQUIPO,"Calle De López De Aranda, 5 ",Madrid,Ciudad Lineal,28027,917421611,-,cc.nuevoequipo.madrid@educa.madrid.org,direct@nuevoequipo.com,Privado Concertado,Primaria,40.4421405,-3.6394729,"Calle De López De Aranda, 5 "
2373,Madrid-Sur,28074074,CPR INF-PRI-SEC,COLEGIO PASTEUR ARROYOMOLINOS,"Calle De Benicarló C/v A C/ Valencia, S/n ",Arroyomolinos,-,28939,911336734,911336735,cc.pasteur.arroyomolinos@educa.madrid.org,secretaria@colegiopasteur.es,Privado Concertado,Primaria,N/A,N/A,Calle De Benicarló C/v A C/ Valencia  
2374,Madrid-Oeste,28065760,CPR INF-PRI-SEC,COLEGIO PEÑALAR,"Avenida De La Dehesa, S/n ",Torrelodones,-,28250,902252272,918596073,cc.penalar.torrelodones@educa.madrid.org,info@colegiopenalar.es,Privado Concertado,Primaria,40.5793522,-3.9243313,Avenida De La Dehesa  
2375,Madrid-Norte,28067367,CPR INF-PRI-SEC,COLEGIO PEÑALVENTO,"Calle Del Doctor Torres Feced, 2 ",Colmenar Viejo,-,28770,902252232,918461795,cc.penalvento.colmenarviejo@educa.madrid.org,info@colegiopenalvento.es,Privado Concertado,Primaria,40.648343,-3.7715003,"Calle Del Doctor Torres Feced, 2 "
2376,Madrid-Oeste,28065772,CPR INF-PRI-SEC,COLEGIO QUERCUS,"Avenida De La Condesa De Chinchón, 21 ",Boadilla del Monte,-,28660,916338516,916339278,cc.quercus.boadilla@educa.madrid.org,secretariaacademica@colegioquercus.com,Privado Concertado,Primaria,N/A,N/A,"Avenida De La Condesa De Chinchón, 21 "
2377,Madrid-Oeste,28067631,CPR INF-PRI-SEC,COLEGIO SAN JAIME,Calle Ruperto Chapí ,Majadahonda,-,28222,916799246,916799298,cc.sanjaime.majadahonda@educa.madrid.org,-,Privado Concertado,Primaria,40.4499915,-3.8694371,Calle Ruperto Chapí 
2378,Madrid-Capital,28015033,CPR INF-PRI-SEC,COLEGIO SAN PEDRO APOSTOL,"Calle De Babilonia, 19 ",Madrid,Barajas,28042,913055605,913056074,cc.sanpedroapostol.madrid@educa.madrid.org,csanpedro@planalfa.es,Privado Concertado,Primaria,40.4678986,-3.587893935435921,"Calle De Babilonia, 19 "
2379,Madrid-Este,28075649,CPR INF-PRI-SEC,COLEGIO SANTA MONICA,"Calle Las Trece Rosas, 3 ",Rivas-Vaciamadrid,-,28523,916016073,-,cc.santamonica.rivas@educa.madrid.org,info@colegiosantamonica.es,Privado Concertado,Primaria,N/A,N/A,"Calle Las Trece Rosas, 3 "
2380,Madrid-Capital,28014685,CPR INF-PRI-SEC,COLEGIO SENARA,"Avenida De Moratalaz, 178 ",Madrid,Moratalaz,28030,913016070,913016075,cc.senara.madrid@educa.madrid.org,info@senara.com,Privado Concertado,Primaria,40.408436699999996,-3.6437825862436304,"Avenida De Moratalaz, 178 "
2381,Madrid-Capital,28073173,CPR INF-PRI-SEC,COLEGIO STELLA MARIS LA GAVIA,"Calle Peñaranda De Bracamonte C/v Entrepeñas, 9 ",Madrid,Villa de Vallecas,28051,913005070,913852359,cc.stellamarislagavia.madrid@educa.madrid.org,administrador@stellamariscolegio.com,Privado Concertado,Primaria,N/A,N/A,"Calle Peñaranda De Bracamonte C/v Entrepeñas, 9 "
2382,Madrid-Capital,28070846,CPR INF-PRI-SEC,COLEGIO TORREVILANO,"Calle Del Embalse De Navacerrada, 9 ",Madrid,Villa de Vallecas,28051,914945959,913851811,cc.torrevilano.madrid@educa.madrid.org,info@colegiotorrevilano.es,Privado Concertado,Primaria,40.3629741,-3.6028643,"Calle Del Embalse De Navacerrada, 9 "
2383,Madrid-Capital,28065747,CPR INF-PRI-SEC,COLEGIO VALDEFUENTES,"Calle De Ana De Austria, 6 ",Madrid,Hortaleza,28050,917188229,911441495,cc.colegiovaldefuentes.madrid@educa.madrid.org,info@colegiovaldefuentes.es,Privado Concertado,Primaria,40.2415214,-3.7070789,"Calle De Ana De Austria, 6 "
2384,Madrid-Sur,28067847,CPR INF-PRI-SEC,COLEGIO VALLE DEL MIRO,"Calle De Clara Campoamor, 2 ",Valdemoro,-,28342,918658070,918658164,cc.valledelmiro.valdemoro@educa.madrid.org,secretaria@colegiovalledelmiro.es,Privado Concertado,Primaria,40.5938087,-3.9617177,"Calle De Clara Campoamor, 2 "
2385,Madrid-Oeste,28064196,CPR INF-PRI-SEC,COLEGIO VALLMONT,"Calle Mallorca, 2 ",Villanueva del Pardillo,-,28229,918102900,911413554,cc.vallmont.villanuevadelpardillo@educa.madrid.org,admin@colegiovallmont.es,Privado Concertado,Primaria,40.4072112,-3.6979805,"Calle Mallorca, 2 "
2386,Madrid-Este,28073070,CPR INF-PRI-SEC,COLEGIO VEGASUR,"Calle De Fernando El Católico, 8 ",San Martín de la Vega,-,28330,918087976,918087475,cc.vegasur.sanmartindelavega@educa.madrid.org,direccion@colegiovegasur.es,Privado Concertado,Primaria,40.4339306,-3.707202,"Calle De Fernando El Católico, 8 "
2387,Madrid-Sur,28023121,CPR INF-PRI-SEC,COLEGIO VILLAEUROPA,"Calle De Benito Pérez Galdós, 13 ",Móstoles,-,28935,916170269,916640700,cc.villaeuropa.mostoles@educa.madrid.org,colvillaeuropa@colegio-villaeuropa.com,Privado Concertado,Primaria,40.2609452,-3.9127555,"Calle De Benito Pérez Galdós, 13 "
2388,Madrid-Capital,28069273,CPR INF-PRI-SEC,COLEGIO VILLAMADRID,"Calle Transversal Sexta, 17 ",Madrid,Villaverde,28021,917979272,917964834,cc.villamadrid.madrid@educa.madrid.org,secretaria@colegiovillamadrid.com,Privado Concertado,Primaria,40.3328438,-3.6984382838084047,"Calle Transversal Sexta, 17 "
2389,Madrid-Capital,28014958,CPR INF-PRI-SEC,COLEGIO VIRGEN DE MIRASIERRA,"Calle De La Maso, 103 ",Madrid,Fuencarral-El Pardo,28034,917387300,917399195,cc.virgendemirasierra.madrid@educa.madrid.org,pcolao@virgendemirasierra.eu,Privado Concertado,Primaria,40.4962482,-3.705727,"Calle De La Maso, 103 "
2390,Madrid-Capital,28035275,CPR INF-PRI-SEC,COMUNIDAD INFANTIL DE VILLAVERDE,"Calle De Villastar, 10 ",Madrid,Villaverde,28021,917950884,917100331,cc.comunidadinfantilvillaverde.madrid@educa.madrid.org,comunidadinfantildevillaverde@gmail.com,Privado Concertado,Primaria,40.3448154,-3.7110508,"Calle De Villastar, 10 "
2391,Madrid-Capital,28011647,CPR INF-PRI-SEC,CORAZON DE MARIA,"Calle De Zigia, 1 ",Madrid,Ciudad Lineal,28027,913671269,-,cc.corazondemaria.madrid@educa.madrid.org,corazondemaria@telefonica.net,Privado Concertado,Primaria,40.438876699999994,-3.645841141182297,"Calle De Zigia, 1 "
2392,Madrid-Capital,28011635,CPR INF-PRI-SEC,CORAZON INMACULADO,"Calle De López De Hoyos, 59 ",Madrid,Chamartín,28002,915618049,915614089,cc.corazoninmaculado.madrid@educa.madrid.org,info@corazoninmaculado.es,Privado Concertado,Primaria,40.4423523,-3.6769175,"Calle De López De Hoyos, 59 "
2393,Madrid-Oeste,28024198,CPR INF-PRI-SEC,CRISTO REY,"Carretera De Las Rozas-majadahonda, 4 ","Rozas de Madrid, Las",-,28231,916392747,-,cc.cristorey.lasrozas@educa.madrid.org,direccion@colegiocristorey.com,Privado Concertado,Primaria,40.4883963,-3.8680958,"Carretera De Las Rozas-majadahonda, 4 "
2394,Madrid-Capital,28007139,CPR INF-PRI-SEC,CRISTO REY,"Calle De Santa Úrsula, 5 ",Madrid,Latina,28011,914636445,915260656,cc.cristorey-latina.madrid@educa.madrid.org,info@colegiocristorey.org,Privado Concertado,Primaria,40.41230215,-3.730236584715846,"Calle De Santa Úrsula, 5 "
